Index_adipose,Record_adipose,Symbol,Description_adipose,Location_adipose,Mean_adipose,Peak -logP_adipose,Peak Location_adipose,Effect Size_adipose,Gene_Chr_adipose,Gene_Pos_Str_adipose,Peak_Chr_adipose,Peak_Pos_Str_adipose,Gene_Pos_adipose,Peak_Pos_adipose,Distance_Mb_adipose,is_cis_adipose,cis_trans_adipose,is_pseudogene_adipose,is_uncharacterized_adipose,is_loc_adipose,trans_flag_adipose,flag_artifact_adipose,norm_logp_adipose,norm_es_adipose,biol_score_adipose,tier_adipose,tissue_adipose,genomic_context_adipose,Index_liver,Record_liver,Description_liver,Location_liver,Mean_liver,Peak -logP_liver,Peak Location_liver,Effect Size_liver,Gene_Chr_liver,Gene_Pos_Str_liver,Peak_Chr_liver,Peak_Pos_Str_liver,Gene_Pos_liver,Peak_Pos_liver,Distance_Mb_liver,is_cis_liver,cis_trans_liver,is_pseudogene_liver,is_uncharacterized_liver,is_loc_liver,trans_flag_liver,flag_artifact_liver,norm_logp_liver,norm_es_liver,biol_score_liver,tier_liver,tissue_liver,genomic_context_liver,_merge,in_adipose,in_liver,in_both,shared_peak,same_direction,peak_distance_mb,pleiotropy_class,tissue_specificity_index,conservation_score,master_score
13382.0,UNCHAR_LOC120093570,LOC120093570,uncharacterized LOC120093570,Chr7: 34.301338,3.79,144.8,Chr7: 34.300659,2.73,Chr7,34.301338,Chr7,34.300659,34.301338,34.300659,0.000678999999998,True,cis,False,True,True,cis,False,0.8353413654618475,0.7531965506987808,0.7559882706562198,Tier_2_Validate,Adipose,promoter,13382.0,UNCHAR_LOC120093570,uncharacterized LOC120093570,Chr7: 34.301338,0.655,31.3,Chr7: 34.300659,0.756,Chr7,34.301338,Chr7,34.300659,34.301338,34.300659,0.000678999999998,True,cis,False,True,True,cis,False,0.0726221079691516,0.0839002267573696,0.2547828171542824,Tier_2_Validate,Liver,promoter,both,True,True,True,True,True,0.0,shared_cis_conserved,0.49100671001271745,0.38131169730479847,69.01953082624878
6666.0,ENSRNOG00000047321,Hba-a3,"hemoglobin alpha, adult chain 3",Chr10: 15.312393,6.828,85.8,Chr10: 15.438463,-1.948,Chr10,15.312393,Chr10,15.438463,15.312393,15.438463,0.1260700000000003,True,cis,False,False,False,cis,False,0.4404283801874163,0.5206660719595599,0.6363830582514416,Tier_1_HighConfidence,Adipose,proximal,6666.0,ENSRNOG00000047321,"hemoglobin alpha, adult chain 3",Chr10: 15.312393,4.244,99.0,Chr10: 15.438463,-2.475,Chr10,15.312393,Chr10,15.438463,15.312393,15.438463,0.1260700000000003,True,cis,False,False,False,cis,False,0.5077120822622108,0.4087301587301588,0.6207547843473292,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.012333523140671394,0.624692686631209,68.19532233005766
32203.0,ENSRNOG00000000767,Ubd,ubiquitin like modifier D,Chr20: 1.387437,3.95,74.2,Chr20: 1.568617,1.746,Chr20,1.387437,Chr20,1.568617,1.387437,1.568617,0.1811799999999999,True,cis,False,False,False,cis,False,0.3627844712182062,0.4606006541778174,0.5881847938886082,Tier_1_HighConfidence,Adipose,proximal,32203.0,ENSRNOG00000000767,ubiquitin like modifier D,Chr20: 1.387437,6.756,96.3,Chr20: 1.568617,2.921,Chr20,1.387437,Chr20,1.568617,1.387437,1.568617,0.1811799999999999,True,cis,False,False,False,cis,False,0.4903598971722365,0.4930083144368858,0.6441788740631927,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.045070603414295016,0.6022959904407901,67.49715496252772
9778.0,UNCHAR_LOC102550180,LOC102550180,uncharacterized LOC102550180,Chr15: 27.915135,6.927,149.1,Chr15: 27.974218,1.864,Chr15,27.915135,Chr15,27.974218,27.915135,27.974218,0.0590830000000011,True,cis,False,True,True,cis,False,0.8641231593038822,0.495688373476063,0.6759340364729808,Tier_2_Validate,Adipose,promoter,9778.0,UNCHAR_LOC102550180,uncharacterized LOC102550180,Chr15: 27.915135,8.191,69.4,Chr15: 27.974218,1.021,Chr15,27.915135,Chr15,27.974218,27.915135,27.974218,0.0590830000000011,True,cis,False,True,True,cis,False,0.3174807197943445,0.133975812547241,0.3580097863195549,Tier_2_Validate,Liver,promoter,both,True,True,True,True,True,0.0,shared_cis_conserved,0.3045415310787345,0.4382522026856082,67.14236145891923
27997.0,ENSRNOG00000013279,Scd3,stearoyl-coenzyme A desaturase 3,Chr1: 243.093056,4.407,83.4,Chr1: 243.327780,3.432,Chr1,243.093056,Chr1,243.32778,243.093056,243.32778,0.2347239999999999,True,cis,False,False,False,cis,False,0.4243641231593039,0.9619387451680048,0.785206003914558,Tier_1_HighConfidence,Adipose,proximal,27997.0,ENSRNOG00000013279,stearoyl-coenzyme A desaturase 3,Chr1: 243.093056,0.384,20.1,Chr1: 243.327780,0.54,Chr1,243.093056,Chr1,243.32778,243.093056,243.32778,0.2347239999999999,True,cis,False,False,False,cis,False,0.0006426735218509,0.0430839002267573,0.3153043008120129,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.4231403356659927,0.4338375774268142,67.10824015658233
22436.0,ENSRNOG00000074135,Nat3,N-acetyltransferase 3,Chr16: 22.175961,3.705,93.3,Chr16: 22.295536,-1.743,Chr16,22.175961,Chr16,22.295536,22.175961,22.295536,0.1195749999999975,True,cis,False,False,False,cis,False,0.4906291834002677,0.4597085935176925,0.632618221921286,Tier_1_HighConfidence,Adipose,proximal,22436.0,ENSRNOG00000074135,N-acetyltransferase 3,Chr16: 22.175961,1.613,70.1,Chr16: 22.295536,-1.795,Chr16,22.175961,Chr16,22.295536,22.175961,22.295536,0.1195749999999975,True,cis,False,False,False,cis,False,0.3219794344473007,0.2802343159486016,0.5107748126385658,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.10563910621258177,0.5414997627247774,67.01972887685145
19329.0,UNCHAR_LOC120102367,LOC120102367,endogenous retrovirus group K member 21 Env polyprotein-like,Chr4: 147.708406,3.788,77.4,Chr4: 148.389881,-2.321,Chr4,147.708406,Chr4,148.389881,147.708406,148.389881,0.681475000000006,True,cis,False,False,True,cis,False,0.3842034805890227,0.6315789473684211,0.6555238497851053,Tier_2_Validate,Adipose,proximal,19329.0,UNCHAR_LOC120102367,endogenous retrovirus group K member 21 Env polyprotein-like,Chr4: 147.708406,1.841,64.2,Chr4: 148.389881,-1.429,Chr4,147.708406,Chr4,148.389881,147.708406,148.389881,0.681475000000006,True,cis,False,False,True,cis,False,0.2840616966580977,0.2110733182161753,0.4732972552059955,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.16001336274895758,0.5192539372576453,66.36595399140421
47.0,ENSRNOG00000039656,Abca17,"ATP-binding cassette, subfamily A (ABC1), member 17",Chr10: 13.382220,5.552,120.5,Chr10: 13.286123,-1.344,Chr10,13.38222,Chr10,13.286123,13.38222,13.286123,0.0960970000000003,True,cis,False,False,False,cis,False,0.6726907630522088,0.3410645257210823,0.6548143510706518,Tier_1_HighConfidence,Adipose,promoter,47.0,ENSRNOG00000039656,"ATP-binding cassette, subfamily A (ABC1), member 17",Chr10: 13.382220,2.808,36.2,Chr10: 13.286123,-0.928,Chr10,13.38222,Chr10,13.286123,13.38222,13.286123,0.0960970000000003,True,cis,False,False,False,cis,False,0.1041131105398457,0.1164021164021164,0.3771803294296867,Tier_2_Validate,Liver,promoter,both,True,True,True,True,True,0.0,shared_cis_conserved,0.2664447591111046,0.4472549467377057,65.83257404282607
27758.0,UNCHAR_RT1-CE12,RT1-CE12,"RT1 class I, locus CE12",Chr20: 3.342546,10.609,137.2,Chr20: 3.601132,1.136,Chr20,3.342546,Chr20,3.601132,3.342546,3.601132,0.2585860000000002,True,cis,False,False,False,cis,False,0.7844712182061578,0.27921498661909,0.6722901716888368,Tier_1_HighConfidence,Adipose,proximal,27758.0,UNCHAR_RT1-CE12,"RT1 class I, locus CE12",Chr20: 3.342546,6.78,119.9,Chr20: 3.601132,2.6,Chr20,3.342546,Chr20,3.601132,3.342546,3.601132,0.2585860000000002,True,cis,False,False,False,cis,False,0.6420308483290489,0.4323507180650038,0.6760335482379184,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.0027558795404702846,0.6732329055249584,65.72134192951674
5844.0,ENSRNOG00000008099,Galnt12,polypeptide N-acetylgalactosaminyltransferase 12,Chr5: 61.384574,2.835,109.8,Chr5: 61.077310,-1.844,Chr5,61.384574,Chr5,61.07731,61.384574,61.07731,0.3072640000000035,True,cis,False,False,False,cis,False,0.6010709504685408,0.4897413024085638,0.6817842885069866,Tier_1_HighConfidence,Adipose,proximal,5844.0,ENSRNOG00000008099,polypeptide N-acetylgalactosaminyltransferase 12,Chr5: 61.384574,1.466,52.5,Chr5: 61.077310,-1.085,Chr5,61.384574,Chr5,61.07731,61.384574,61.07731,0.3072640000000035,True,cis,False,False,False,cis,False,0.2088688946015424,0.1460695389266817,0.4242284517348784,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.23078216536873053,0.48919436634132724,65.69637154027946
29908.0,ENSRNOG00000024073,Syce1,synaptonemal complex central element protein 1,Chr1: 195.863173,2.839,78.6,Chr1: 195.020992,-1.748,Chr1,195.863173,Chr1,195.020992,195.863173,195.020992,0.8421809999999823,True,cis,False,False,False,cis,False,0.3922356091030789,0.4611953612845673,0.5987008396356761,Tier_1_HighConfidence,Adipose,proximal,29908.0,ENSRNOG00000024073,synaptonemal complex central element protein 1,Chr1: 195.863173,1.284,70.3,Chr1: 196.097163,-1.713,Chr1,195.863173,Chr1,196.097163,195.863173,196.097163,0.2339900000000057,True,cis,False,False,False,cis,False,0.3232647814910026,0.2647392290249433,0.505801403680581,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,1.076170999999988,shared_cis_conserved,0.08335509103926807,0.5292346503969529,65.51303358542704
26952.0,UNCHAR_RGD1562844,RGD1562844,uncharacterized RGD1562844,Chr17: 31.386217,0.496,47.6,Chr17: 31.438420,-0.751,Chr17,31.386217,Chr17,31.43842,31.386217,31.43842,0.0522030000000022,True,cis,False,True,False,cis,False,0.1847389558232931,0.1647338685697294,0.3223154885375578,Tier_2_Validate,Adipose,promoter,26952.0,UNCHAR_RGD1562844,uncharacterized RGD1562844,Chr17: 31.386217,2.517,133.7,Chr17: 31.438420,-3.514,Chr17,31.386217,Chr17,31.43842,31.386217,31.43842,0.0522030000000022,True,cis,False,True,False,cis,False,0.730719794344473,0.6050642479213908,0.6675244147930522,Tier_2_Validate,Liver,promoter,both,True,True,True,True,True,0.0,shared_cis_conserved,0.3452642019042789,0.4094808806061921,65.45597659172209
26980.0,UNCHAR_RGD1563402,RGD1563402,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 like 1,Chr1: 204.760741,1.882,123.9,Chr1: 205.532359,2.19,Chr1,204.760741,Chr1,205.532359,204.760741,205.532359,0.7716180000000179,True,cis,False,False,False,cis,False,0.6954484605087015,0.5926256318763009,0.7508259323347507,Tier_1_HighConfidence,Adipose,proximal,26980.0,UNCHAR_RGD1563402,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 like 1,Chr1: 204.760741,0.246,26.6,Chr1: 205.532359,0.454,Chr1,204.760741,Chr1,205.532359,204.760741,205.532359,0.7716180000000179,True,cis,False,False,False,cis,False,0.0424164524421593,0.0268329554043839,0.3242372927462902,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.3931463436673006,0.43186731850257365,65.30303729339002
33504.0,ENSRNOG00000055608,Zfp94l1,zinc finger protein 94 like 1,Chr1: 79.896552,5.015,115.6,Chr1: 79.715297,-1.422,Chr1,79.896552,Chr1,79.715297,79.896552,79.715297,0.181254999999993,True,cis,False,False,False,cis,False,0.6398929049531459,0.3642581028843294,0.6514528527431163,Tier_1_HighConfidence,Adipose,proximal,33504.0,ENSRNOG00000055608,zinc finger protein 94 like 1,Chr1: 79.896552,2.007,43.9,Chr1: 79.715297,-1.178,Chr1,79.896552,Chr1,79.715297,79.896552,79.715297,0.181254999999993,True,cis,False,False,False,cis,False,0.153598971722365,0.1636432350718064,0.41103477237796,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.22416862883430919,0.4716997140413348,64.94811410972466
28053.0,ENSRNOG00000009636,Scrn1,secernin 1,Chr4: 83.694224,8.437,22.6,Chr4: 83.871948,0.402,Chr4,83.694224,Chr4,83.871948,83.694224,83.871948,0.1777239999999977,True,cis,False,False,False,cis,False,0.0174029451137884,0.0609574784418673,0.3274261482444796,Tier_2_Validate,Adipose,proximal,28053.0,ENSRNOG00000009636,secernin 1,Chr4: 83.694224,4.56,125.7,Chr4: 83.871948,3.174,Chr4,83.694224,Chr4,83.871948,83.694224,83.871948,0.1777239999999977,True,cis,False,False,False,cis,False,0.679305912596401,0.5408163265306123,0.7270427836944546,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.3754140900308587,0.4282688423320505,64.09171134777819
27762.0,ENSRNOG00000071225,RT1-CE16,"RT1 class I, locus CE16",Chr20: 3.260695,11.679,118.3,Chr20: 3.601132,-1.06,Chr20,3.260695,Chr20,3.601132,3.260695,3.601132,0.3404370000000001,True,cis,False,False,False,cis,False,0.6579651941097724,0.2566161165625929,0.6201034587353278,Tier_1_HighConfidence,Adipose,proximal,27762.0,ENSRNOG00000071225,"RT1 class I, locus CE16",Chr20: 3.260695,10.169,115.0,Chr20: 3.601132,-2.264,Chr20,3.260695,Chr20,3.601132,3.260695,3.601132,0.3404370000000001,True,cis,False,False,False,cis,False,0.6105398457583547,0.3688586545729402,0.6427894751159532,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.0178224073504645,0.6258195188488603,64.01157900463812
2410.0,ENSRNOG00000046121,Cd300c,CD300c molecule,Chr10: 100.228253,2.912,106.1,Chr10: 99.846904,1.943,Chr10,100.228253,Chr10,99.846904,100.228253,99.846904,0.3813490000000001,True,cis,False,False,False,cis,False,0.5763052208835341,0.5191793041926851,0.6834195837766767,Tier_1_HighConfidence,Adipose,proximal,2410.0,ENSRNOG00000046121,CD300c molecule,Chr10: 100.228253,0.447,32.5,Chr10: 99.574645,0.679,Chr10,100.228253,Chr10,99.574645,100.228253,99.574645,0.6536079999999913,True,cis,False,False,False,cis,False,0.0803341902313624,0.069349962207105,0.3523894533534636,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.27225899999999115,shared_cis_conserved,0.3165301873194845,0.43593831142756556,63.73178335106707
26934.0,UNCHAR_RGD1562525,RGD1562525,uncharacterized RGD1562525,Chr12: 17.682714,1.951,141.0,Chr12: 19.031953,2.551,Chr12,17.682714,Chr12,19.031953,17.682714,19.031953,1.3492390000000007,True,cis,False,True,False,cis,False,0.8099062918340026,0.6999702646446625,0.7284567947675327,Tier_2_Validate,Adipose,distal_cis,26934.0,UNCHAR_RGD1562525,uncharacterized RGD1562525,Chr12: 17.682714,0.459,59.4,Chr12: 19.031953,0.891,Chr12,17.682714,Chr12,19.031953,17.682714,19.031953,1.3492390000000007,True,cis,False,True,False,cis,False,0.2532133676092545,0.1094104308390022,0.3269183294568898,Tier_2_Validate,Liver,distal_cis,both,True,True,True,True,True,0.0,shared_cis_conserved,0.37689866806582045,0.4282451924547151,63.59327179070131
10660.0,UNCHAR_LOC102554288,LOC102554288,uncharacterized LOC102554288,Chr3: 145.466044,4.346,69.3,Chr3: 145.050063,-2.032,Chr3,145.466044,Chr3,145.050063,145.466044,145.050063,0.4159810000000163,True,cis,False,True,True,cis,False,0.3299866131191432,0.5456437704430568,0.50647063424677,Tier_2_Validate,Adipose,proximal,10660.0,UNCHAR_LOC102554288,uncharacterized LOC102554288,Chr3: 145.466044,4.284,86.2,Chr3: 145.050063,-2.409,Chr3,145.466044,Chr3,145.050063,145.466044,145.050063,0.4159810000000163,True,cis,False,True,True,cis,False,0.4254498714652956,0.3962585034013605,0.4875979312033296,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.01879622935409812,0.49236309753757496,63.4188253698708
22597.0,ENSRNOG00000008716,Nefh,neurofilament heavy chain,Chr14: 79.840346,4.808,74.1,Chr14: 79.465350,1.576,Chr14,79.840346,Chr14,79.46535,79.840346,79.46535,0.3749959999999959,True,cis,False,False,False,cis,False,0.3621151271753681,0.4100505501040737,0.5702579870478046,Tier_1_HighConfidence,Adipose,proximal,22597.0,ENSRNOG00000008716,neurofilament heavy chain,Chr14: 79.840346,3.656,61.2,Chr14: 79.465350,1.485,Chr14,79.840346,Chr14,79.46535,79.840346,79.46535,0.3749959999999959,True,cis,False,False,False,cis,False,0.2647814910025707,0.2216553287981859,0.4702528869302648,Tier_1_HighConfidence,Liver,proximal,both,True,True,True,True,True,0.0,shared_cis_conserved,0.09519663488950002,0.4954921535468735,63.235319481912185
3813.0,ENSRNOG00000042496,Cyp4f37,"cytochrome P450, family 4, subfamily f, polypeptide 37",Chr7: 11.572572,7.9,30.9,Chr7: 11.404448,-0.425,Chr7,11.572572,Chr7,11.404448,11.572572,11.404448,0.1681239999999988,True,cis,False,False,False,cis,False,0.072958500669344,0.0677966101694915,0.3492642887935924,Tier_2_Validate,Adipose,proximal,3813.0,ENSRNOG00000042496,"cytochrome P450, family 4, subfamily f, polypeptide 37",Chr7: 11.572572,2.384,113.6,Chr7: 11.496541,-2.347,Chr7,11.572572,Chr7,11.496541,11.572572,11.496541,0.0760309999999986,True,cis,False,False,False,cis,False,0.6015424164524421,0.3845427059712774,0.6451297928483017,Tier_1_HighConfidence,Liver,promoter,both,True,True,True,True,True,0.0920930000000002,shared_cis_conserved,0.2945711344406318,0.4239670926433713,62.93019171393207
28206.0,ENSRNOG00000022932,Serhl2,serine hydrolase-like 2,Chr7: 114.246034,7.77,124.0,Chr7: 114.323395,0.871,Chr7,114.246034,Chr7,114.323395,114.246034,114.323395,0.0773610000000104,True,cis,False,False,False,cis,False,0.6961178045515395,0.2004162949747249,0.6137869348341924,Tier_1_HighConfidence,Adipose,promoter,28206.0,ENSRNOG00000022932,serine hydrolase-like 2,Chr7: 114.246034,7.567,46.3,Chr7: 114.967349,0.675,Chr7,114.246034,Chr7,114.967349,114.246034,114.967349,0.7213150000000041,True,cis,False,False,False,cis,False,0.1690231362467866,0.06859410430839,0.3831660341943118,Tier_2_Validate,Liver,proximal,both,True,True,True,True,True,0.6439539999999937,shared_cis_conserved,0.22902847276212004,0.4413938305361872,62.9264773933677
