Index,Record,Symbol,Description,Location,Mean,Peak -logP,Peak Location,Effect Size,Gene_Chr,Gene_Pos_Str,Peak_Chr,Peak_Pos_Str,Gene_Pos,Peak_Pos,Distance_Mb,is_cis,cis_trans,is_pseudogene,is_uncharacterized,is_loc,trans_flag,flag_artifact,norm_logp,norm_es,biol_score,tier,tissue
21812,ENSRNOG00000032871,Mlc1,modulator of VRAC current 1,Chr7: 120.067048,8.928,98.3,Chr7: 120.051699,-3.077,Chr7, 120.067048,Chr7, 120.051699,120.067048,120.051699,0.015349000000000501,True,cis,False,False,False,cis,False,0.5032133676092545,0.5224867724867726,0.6589950490336094,Tier_1_HighConfidence,Liver
21945,ENSRNOG00000010834,Mpped1,metallophosphoesterase domain containing 1,Chr7: 114.932220,1.938,122.3,Chr7: 114.967349,-2.242,Chr7, 114.932220,Chr7, 114.967349,114.93222,114.967349,0.035128999999997745,True,cis,False,False,False,cis,False,0.6574550128534704,0.36470143613000755,0.6577547571442173,Tier_1_HighConfidence,Liver
184,ENSRNOG00000051912,Acnat2,acyl-coenzyme A amino acid N-acyltransferase 2,Chr5: 63.757520,11.525,128.0,Chr5: 63.700422,-1.972,Chr5, 63.757520,Chr5, 63.700422,63.75752,63.700422,0.05709799999999632,True,cis,False,False,False,cis,False,0.6940874035989717,0.31368102796674224,0.6527189510479998,Tier_1_HighConfidence,Liver
7003,ENSRNOG00000000605,Hs3st5,heparan sulfate-glucosamine 3-sulfotransferase 5,Chr20: 40.106875,1.345,103.7,Chr20: 38.978291,2.784,Chr20, 40.106875,Chr20, 38.978291,40.106875,38.978291,1.1285840000000036,True,cis,False,False,False,cis,False,0.5379177377892032,0.46712018140589573,0.6517632717182845,Tier_1_HighConfidence,Liver
21791,ENSRNOG00000021555,Mis18a,MIS18 kinetochore protein A,Chr11: 29.981057,3.768,113.8,Chr11: 29.858552,2.362,Chr11, 29.981057,Chr11, 29.858552,29.981057,29.858552,0.12250500000000031,True,cis,False,False,False,cis,False,0.602827763496144,0.38737717309145886,0.6465717278056609,Tier_1_HighConfidence,Liver
3813,ENSRNOG00000042496,Cyp4f37,"cytochrome P450, family 4, subfamily f, polypeptide 37",Chr7: 11.572572,2.384,113.6,Chr7: 11.496541,-2.347,Chr7, 11.572572,Chr7, 11.496541,11.572572,11.496541,0.07603099999999863,True,cis,False,False,False,cis,False,0.6015424164524421,0.38454270597127743,0.6451297928483017,Tier_1_HighConfidence,Liver
20908,ENSRNOG00000034139,Lyc2,lysozyme C type 2,Chr7: 52.887103,8.651,120.9,Chr7: 53.139710,-2.09,Chr7, 52.887103,Chr7, 53.139710,52.887103,53.13971,0.2526069999999976,True,cis,False,False,False,cis,False,0.6484575835475579,0.33597883597883593,0.6445527468342378,Tier_1_HighConfidence,Liver
32203,ENSRNOG00000000767,Ubd,ubiquitin like modifier D,Chr20: 1.387437,6.756,96.3,Chr20: 1.568617,2.921,Chr20, 1.387437,Chr20, 1.568617,1.387437,1.568617,0.1811799999999999,True,cis,False,False,False,cis,False,0.4903598971722365,0.49300831443688586,0.6441788740631927,Tier_1_HighConfidence,Liver
27762,ENSRNOG00000071225,RT1-CE16,"RT1 class I, locus CE16",Chr20: 3.260695,10.169,115.0,Chr20: 3.601132,-2.264,Chr20, 3.260695,Chr20, 3.601132,3.260695,3.601132,0.3404370000000001,True,cis,False,False,False,cis,False,0.6105398457583547,0.36885865457294026,0.6427894751159532,Tier_1_HighConfidence,Liver
392,ENSRNOG00000069176,Adh6,alcohol dehydrogenase 6 (class V),Chr2: 226.903207,10.578,80.4,Chr2: 227.302230,-3.378,Chr2, 226.903207,Chr2, 227.302230,226.903207,227.30223,0.3990229999999997,True,cis,False,False,False,cis,False,0.3881748071979435,0.5793650793650794,0.6386389602970579,Tier_1_HighConfidence,Liver
183,ENSRNOG00000065119,Acnat1,acyl-coenzyme A amino acid N-acyltransferase 1,Chr5: 63.801600,8.639,90.5,Chr5: 63.700422,3.022,Chr5, 63.801600,Chr5, 63.700422,63.8016,63.700422,0.10117799999999733,True,cis,False,False,False,cis,False,0.4530848329048843,0.5120937263794407,0.6378124957495137,Tier_1_HighConfidence,Liver
6666,ENSRNOG00000047321,Hba-a3,"hemoglobin alpha, adult chain 3",Chr10: 15.312393,4.244,99.0,Chr10: 15.438463,-2.475,Chr10, 15.312393,Chr10, 15.438463,15.312393,15.438463,0.12607000000000035,True,cis,False,False,False,cis,False,0.5077120822622108,0.4087301587301588,0.6207547843473292,Tier_1_HighConfidence,Liver
25301,ENSRNOG00000001711,Plaat1,phospholipase A and acyltransferase 1,Chr11: 71.537141,5.108,100.4,Chr11: 71.659727,-2.284,Chr11, 71.537141,Chr11, 71.659727,71.537141,71.659727,0.12258599999999831,True,cis,False,False,False,cis,False,0.5167095115681235,0.37263794406651546,0.6112716094721236,Tier_1_HighConfidence,Liver
1515,ENSRNOG00000012027,Bco1,beta-carotene oxygenase 1,Chr19: 45.149249,6.979,121.7,Chr19: 45.316201,-1.555,Chr19, 45.149249,Chr19, 45.316201,45.149249,45.316201,0.166952000000002,True,cis,False,False,False,cis,False,0.653598971722365,0.23488284202569915,0.6109686348118224,Tier_1_HighConfidence,Liver
4128,ENSRNOG00000082925,Dhfr,dihydrofolate reductase,Chr2: 23.585875,8.515,121.0,Chr2: 23.477875,1.478,Chr2, 23.585875,Chr2, 23.477875,23.585875,23.477875,0.10800000000000054,True,cis,False,False,False,cis,False,0.6491002570694088,0.2203325774754346,0.6043014920906951,Tier_1_HighConfidence,Liver
8253,ENSRNOG00000013973,Lcn2,lipocalin 2,Chr3: 15.684032,1.93,89.9,Chr3: 15.375341,-2.438,Chr3, 15.684032,Chr3, 15.375341,15.684032,15.375341,0.3086909999999996,True,cis,False,False,False,cis,False,0.44922879177377895,0.4017384731670447,0.5978385427292882,Tier_1_HighConfidence,Liver
30894,ENSRNOG00000002882_1,Tnfrsf11a,zinc finger CCHC-type containing 2,Chr13: 21.928369,3.846,94.3,Chr13: 21.879457,-2.089,Chr13, 21.928369,Chr13, 21.879457,21.928369,21.879457,0.0489120000000014,True,cis,False,False,False,cis,False,0.4775064267352185,0.33578987150415723,0.5846537043837814,Tier_1_HighConfidence,Liver
26194,ENSRNOG00000032656,Ptprt,"protein tyrosine phosphatase, receptor type, T",Chr3: 151.288144,2.786,75.3,Chr3: 151.311512,2.561,Chr3, 151.288144,Chr3, 151.311512,151.288144,151.311512,0.02336800000000494,True,cis,False,False,False,cis,False,0.35539845758354754,0.42498110355253216,0.5731328463976278,Tier_1_HighConfidence,Liver
28892,ENSRNOG00000086993,Slco1a5,"solute carrier organic anion transporter family, member 1A5",Chr4: 175.254597,1.771,92.5,Chr4: 175.154923,-1.874,Chr4, 175.254597,Chr4, 175.154923,175.254597,175.154923,0.09967399999999316,True,cis,False,False,False,cis,False,0.46593830334190234,0.29516250944822375,0.5663852844765441,Tier_1_HighConfidence,Liver
26657,ENSRNOG00000014090,Retsat,retinol saturase,Chr4: 104.653305,13.674,109.7,Chr4: 104.785882,-1.267,Chr4, 104.653305,Chr4, 104.785882,104.653305,104.785882,0.13257699999999772,True,cis,False,False,False,cis,False,0.5764781491002571,0.18046107331821615,0.5649287278464655,Tier_1_HighConfidence,Liver
818,ENSRNOG00000014453,Anxa5,annexin A5,Chr2: 119.344702,9.429,104.9,Chr2: 118.817402,-1.323,Chr2, 119.344702,Chr2, 118.817402,119.344702,118.817402,0.5272999999999968,True,cis,False,False,False,cis,False,0.5456298200514139,0.19104308390022676,0.5578355163830742,Tier_1_HighConfidence,Liver
4451,ENSRNOG00000016853,Dsg1,desmoglein 1,Chr18: 11.674686,3.094,77.5,Chr18: 12.192688,-2.199,Chr18, 11.674686,Chr18, 12.192688,11.674686,12.192688,0.518002000000001,True,cis,False,False,False,cis,False,0.36953727506426737,0.35657596371882083,0.5541396335740808,Tier_1_HighConfidence,Liver
27763,UNCHAR_RT1-CE2,RT1-CE2,"RT1 class I, locus CE2",Chr20: 3.541840,5.646,73.7,Chr20: 4.602213,2.235,Chr20, 3.541840,Chr20, 4.602213,3.54184,4.602213,1.0603729999999998,True,cis,False,False,False,cis,False,0.3451156812339332,0.3633786848072562,0.5479730281144163,Tier_1_HighConfidence,Liver
22921,ENSRNOG00000012772,Nqo1,NAD(P)H quinone dehydrogenase 1,Chr19: 35.310527,8.403,93.4,Chr19: 35.245044,1.405,Chr19, 35.310527,Chr19, 35.245044,35.310527,35.245044,0.0654830000000004,True,cis,False,False,False,cis,False,0.47172236503856046,0.20653817082388512,0.5373911875518559,Tier_1_HighConfidence,Liver
29012,ENSRNOG00000087561,Smim40,small integral membrane protein 40,Chr20: 4.989049,6.138,81.6,Chr20: 5.002150,-1.796,Chr20, 4.989049,Chr20, 5.002150,4.989049,5.00215,0.013101000000000695,True,cis,False,False,False,cis,False,0.3958868894601542,0.2804232804232804,0.536708559459202,Tier_1_HighConfidence,Liver
27759,UNCHAR_RT1-CE13,RT1-CE13,"RT1 class I, locus CE13",Chr20: 3.318049,4.42,67.6,Chr20: 4.680142,2.232,Chr20, 3.318049,Chr20, 4.680142,3.318049,4.680142,1.3620930000000002,True,cis,False,False,False,cis,False,0.30591259640102825,0.36281179138322,0.5340535357244869,Tier_1_HighConfidence,Liver
1308,ENSRNOG00000006926,Atp6v0d2,ATPase H+ transporting V0 subunit D2,Chr5: 33.385353,4.712,77.9,Chr5: 33.461794,1.824,Chr5, 33.385353,Chr5, 33.461794,33.385353,33.461794,0.07644099999999554,True,cis,False,False,False,cis,False,0.372107969151671,0.28571428571428575,0.5302377892030848,Tier_1_HighConfidence,Liver
8254,ENSRNOG00000074882,Lcn3,lipocalin 3,Chr3: 8.542791,2.171,63.3,Chr3: 9.132259,2.164,Chr3, 8.542791,Chr3, 9.132259,8.542791,9.132259,0.5894680000000001,True,cis,False,False,False,cis,False,0.2782776349614396,0.34996220710506426,0.5198839447232763,Tier_1_HighConfidence,Liver
32084,ENSRNOG00000008596,Ttll9,tubulin tyrosine ligase like 9,Chr3: 141.429350,3.668,76.7,Chr3: 141.406009,-1.673,Chr3, 141.429350,Chr3, 141.406009,141.42935,141.406009,0.023340999999987844,True,cis,False,False,False,cis,False,0.3643958868894602,0.2571806500377929,0.5175517879245385,Tier_1_HighConfidence,Liver
2124,UNCHAR_Cbr1l1,Cbr1l1,carbonyl reductase 1 like 1,Chr11: 32.876562,2.168,56.9,Chr11: 32.836831,2.322,Chr11, 32.876562,Chr11, 32.836831,32.876562,32.836831,0.03973100000000329,True,cis,False,False,False,cis,False,0.23714652956298202,0.37981859410430846,0.5159377932835516,Tier_1_HighConfidence,Liver
22436,ENSRNOG00000074135,Nat3,N-acetyltransferase 3,Chr16: 22.175961,1.613,70.1,Chr16: 22.295536,-1.795,Chr16, 22.175961,Chr16, 22.295536,22.175961,22.295536,0.11957499999999754,True,cis,False,False,False,cis,False,0.32197943444730076,0.28023431594860165,0.5107748126385658,Tier_1_HighConfidence,Liver
829,ENSRNOG00000033923,Aox2,aldehyde oxidase 2,Chr9: 59.828402,7.067,63.0,Chr9: 59.678566,1.965,Chr9, 59.828402,Chr9, 59.678566,59.828402,59.678566,0.14983600000000052,True,cis,False,False,False,cis,False,0.2763496143958869,0.31235827664399096,0.5060477618639572,Tier_1_HighConfidence,Liver
28532,ENSRNOG00000010337,Slc13a2,solute carrier family 13 member 2,Chr10: 63.319126,7.0,83.5,Chr10: 63.165362,1.265,Chr10, 63.319126,Chr10, 63.165362,63.319126,63.165362,0.15376399999999535,True,cis,False,False,False,cis,False,0.40809768637532134,0.18008314436885864,0.505863290760463,Tier_1_HighConfidence,Liver
29908,ENSRNOG00000024073,Syce1,synaptonemal complex central element protein 1,Chr1: 195.863173,1.284,70.3,Chr1: 196.097163,-1.713,Chr1, 195.863173,Chr1, 196.097163,195.863173,196.097163,0.2339900000000057,True,cis,False,False,False,cis,False,0.3232647814910026,0.26473922902494335,0.505801403680581,Tier_1_HighConfidence,Liver
4477,ENSRNOG00000018005,Duoxa1,dual oxidase maturation factor 1,Chr3: 109.260510,3.961,72.9,Chr3: 109.271062,-1.548,Chr3, 109.260510,Chr3, 109.271062,109.26051,109.271062,0.010552000000004114,True,cis,False,False,False,cis,False,0.339974293059126,0.23356009070294786,0.5007370343167258,Tier_1_HighConfidence,Liver
3049,ENSRNOG00000029644,Clec2l,"C-type lectin domain family 2, member L",Chr4: 67.392117,4.079,79.6,Chr4: 67.575059,1.268,Chr4, 67.392117,Chr4, 67.575059,67.392117,67.575059,0.18294199999999705,True,cis,False,False,False,cis,False,0.3830334190231362,0.18065003779289493,0.49728920988561087,Tier_1_HighConfidence,Liver
4760,ENSRNOG00000006853,Elavl2,ELAV like RNA binding protein 2,Chr5: 106.086462,2.626,68.6,Chr5: 106.507856,1.587,Chr5, 106.086462,Chr5, 106.507856,106.086462,106.507856,0.4213940000000065,True,cis,False,False,False,cis,False,0.31233933161953725,0.24092970521541948,0.4936441628922348,Tier_1_HighConfidence,Liver
27767,UNCHAR_RT1-CE6,RT1-CE6,"RT1 class I, locus CE6",Chr20: 3.461855,1.517,69.0,Chr20: 3.601132,1.373,Chr20, 3.461855,Chr20, 3.601132,3.461855,3.601132,0.13927700000000032,True,cis,False,False,False,cis,False,0.3149100257069409,0.20049130763416478,0.4803904666693869,Tier_1_HighConfidence,Liver
4571,ENSRNOG00000007408,Ebf4,EBF family member 4,Chr3: 117.498185,3.433,68.3,Chr3: 117.823761,-1.386,Chr3, 117.498185,Chr3, 117.823761,117.498185,117.823761,0.3255759999999981,True,cis,False,False,False,cis,False,0.31041131105398456,0.20294784580498865,0.4796757049006406,Tier_1_HighConfidence,Liver
21486,ENSRNOG00000008694,Miox,myo-inositol oxygenase,Chr7: 120.405030,7.024,63.8,Chr7: 120.551699,1.524,Chr7, 120.405030,Chr7, 120.551699,120.40503,120.551699,0.14666900000000282,True,cis,False,False,False,cis,False,0.2814910025706941,0.2290249433106576,0.478680581058473,Tier_1_HighConfidence,Liver
7375,ENSRNOG00000025948,Inava,innate immunity activator,Chr13: 47.687382,3.969,66.9,Chr13: 47.930266,-1.376,Chr13, 47.687382,Chr13, 47.930266,47.687382,47.930266,0.24288400000000365,True,cis,False,False,False,cis,False,0.30141388174807204,0.20105820105820105,0.4758652289821955,Tier_1_HighConfidence,Liver
8155,ENSRNOG00000047941,Krtcap3,keratinocyte associated protein 3,Chr6: 25.122521,4.733,66.6,Chr6: 25.131442,1.348,Chr6, 25.122521,Chr6, 25.131442,25.122521,25.131442,0.008921000000000845,True,cis,False,False,False,cis,False,0.29948586118251924,0.19576719576719578,0.4733385699324002,Tier_1_HighConfidence,Liver
28689,ENSRNOG00000011161,Slc2a12,solute carrier family 2 member 12,Chr1: 22.862203,6.988,76.0,Chr1: 22.842323,-1.027,Chr1, 22.862203,Chr1, 22.842323,22.862203,22.842323,0.019880000000000564,True,cis,False,False,False,cis,False,0.35989717223650386,0.13510959939531367,0.4732523700711361,Tier_1_HighConfidence,Liver
30651,ENSRNOG00000013238,Tmem14a,transmembrane protein 14A,Chr9: 23.640593,3.141,51.7,Chr9: 21.934821,-1.827,Chr9, 23.640593,Chr9, 21.934821,23.640593,21.934821,1.7057719999999996,True,cis,False,False,False,cis,False,0.20372750642673523,0.28628117913832196,0.47150303994777,Tier_1_HighConfidence,Liver
22597,ENSRNOG00000008716,Nefh,neurofilament heavy chain,Chr14: 79.840346,3.656,61.2,Chr14: 79.465350,1.485,Chr14, 79.840346,Chr14, 79.465350,79.840346,79.46535,0.3749959999999959,True,cis,False,False,False,cis,False,0.2647814910025707,0.22165532879818595,0.4702528869302648,Tier_1_HighConfidence,Liver
27750,ENSRNOG00000069209,RT1-A1,"RT1 class Ia, locus A1",Chr20: 4.905308,6.392,48.1,Chr20: 5.521968,-1.886,Chr20, 4.905308,Chr20, 5.521968,4.905308,5.521968,0.6166600000000004,True,cis,False,False,False,cis,False,0.18059125964010284,0.29743008314436886,0.46730746997456507,Tier_1_HighConfidence,Liver
21318,ENSRNOG00000014711,Meiob,meiosis specific with OB-fold,Chr10: 13.833169,4.204,59.4,Chr10: 13.810068,-1.446,Chr10, 13.833169,Chr10, 13.810068,13.833169,13.810068,0.023101000000000482,True,cis,False,False,False,cis,False,0.2532133676092545,0.21428571428571427,0.4636246786632391,Tier_1_HighConfidence,Liver
