Index,Record,Symbol,Description,Location,Mean,Peak -logP,Peak Location,Effect Size,Gene_Chr,Gene_Pos_Str,Peak_Chr,Peak_Pos_Str,Gene_Pos,Peak_Pos,Distance_Mb,is_cis,cis_trans,is_pseudogene,is_uncharacterized,is_loc,trans_flag,flag_artifact,norm_logp,norm_es,biol_score,tier,tissue
32480,ENSRNOG00000038512,Uts2b,urotensin 2B,Chr11: 73.424384,2.529,121.1,Chr11: 73.579584,2.181,Chr11, 73.424384,Chr11, 73.579584,73.424384,73.579584,0.15519999999999357,True,cis,False,False,False,cis,False,0.6767068273092369,0.5899494498959262,0.7433296970218071,Tier_1_HighConfidence,Adipose
8253,ENSRNOG00000013973,Lcn2,lipocalin 2,Chr3: 15.684032,3.582,120.7,Chr3: 15.375341,-2.19,Chr3, 15.684032,Chr3, 15.375341,15.684032,15.375341,0.3086909999999996,True,cis,False,False,False,cis,False,0.6740294511378848,0.5926256318763009,0.7433292790549649,Tier_1_HighConfidence,Adipose
27967,ENSRNOG00000021015,Sbsn,suprabasin,Chr1: 85.978969,6.511,133.5,Chr1: 86.021287,-1.705,Chr1, 85.978969,Chr1, 86.021287,85.978969,86.021287,0.04231799999999453,True,cis,False,False,False,cis,False,0.7597054886211513,0.44840915848944396,0.7228401264887082,Tier_1_HighConfidence,Adipose
21791,ENSRNOG00000021555,Mis18a,MIS18 kinetochore protein A,Chr11: 29.981057,3.948,123.8,Chr11: 29.858552,1.835,Chr11, 29.981057,Chr11, 29.858552,29.981057,29.858552,0.12250500000000031,True,cis,False,False,False,cis,False,0.6947791164658634,0.4870651204281891,0.7136454829129183,Tier_1_HighConfidence,Adipose
27777,ENSRNOG00000031065,RT1-M1-2,"RT1 class I, locus M1, gene 2",Chr20: 1.913422,2.284,117.9,Chr20: 2.050222,-1.783,Chr20, 1.913422,Chr20, 2.050222,1.913422,2.050222,0.13680000000000025,True,cis,False,False,False,cis,False,0.6552878179384204,0.471602735652691,0.6944116937568889,Tier_1_HighConfidence,Adipose
5616,ENSRNOG00000019902,Folr1,folate receptor alpha,Chr1: 156.238435,4.078,114.8,Chr1: 158.468568,1.749,Chr1, 156.238435,Chr1, 158.468568,156.238435,158.468568,2.230132999999995,True,cis,False,False,False,cis,False,0.6345381526104418,0.46149271483794235,0.6836108036069344,Tier_1_HighConfidence,Adipose
2410,ENSRNOG00000046121,Cd300c,CD300c molecule,Chr10: 100.228253,2.912,106.1,Chr10: 99.846904,1.943,Chr10, 100.228253,Chr10, 99.846904,100.228253,99.846904,0.38134900000000016,True,cis,False,False,False,cis,False,0.5763052208835341,0.5191793041926851,0.6834195837766767,Tier_1_HighConfidence,Adipose
5844,ENSRNOG00000008099,Galnt12,polypeptide N-acetylgalactosaminyltransferase 12,Chr5: 61.384574,2.835,109.8,Chr5: 61.077310,-1.844,Chr5, 61.384574,Chr5, 61.077310,61.384574,61.07731,0.30726400000000353,True,cis,False,False,False,cis,False,0.6010709504685408,0.4897413024085638,0.6817842885069866,Tier_1_HighConfidence,Adipose
3778,ENSRNOG00000084482,Cyp2d1,"cytochrome P450, family 2, subfamily d, polypeptide 1",Chr7: 113.913419,5.487,106.1,Chr7: 113.822112,1.921,Chr7, 113.913419,Chr7, 113.822112,113.913419,113.822112,0.09130700000000047,True,cis,False,False,False,cis,False,0.5763052208835341,0.5126375260184359,0.6811299614156894,Tier_1_HighConfidence,Adipose
27758,UNCHAR_RT1-CE12,RT1-CE12,"RT1 class I, locus CE12",Chr20: 3.342546,10.609,137.2,Chr20: 3.601132,1.136,Chr20, 3.342546,Chr20, 3.601132,3.342546,3.601132,0.2585860000000002,True,cis,False,False,False,cis,False,0.7844712182061578,0.27921498661909006,0.6722901716888368,Tier_1_HighConfidence,Adipose
28236,ENSRNOG00000034229,Serpinb1b,"serine (or cysteine) peptidase inhibitor, clade B, member 1b",Chr17: 31.329150,6.036,85.1,Chr17: 31.438420,2.168,Chr17, 31.329150,Chr17, 31.438420,31.32915,31.43842,0.1092700000000022,True,cis,False,False,False,cis,False,0.4357429718875501,0.5860838537020517,0.6576393889563605,Tier_1_HighConfidence,Adipose
47,ENSRNOG00000039656,Abca17,"ATP-binding cassette, subfamily A (ABC1), member 17",Chr10: 13.382220,5.552,120.5,Chr10: 13.286123,-1.344,Chr10, 13.382220,Chr10, 13.286123,13.38222,13.286123,0.09609700000000032,True,cis,False,False,False,cis,False,0.6726907630522088,0.34106452572108237,0.6548143510706518,Tier_1_HighConfidence,Adipose
1686,ENSRNOG00000002811,Brinp3,BMP/retinoic acid inducible neural specific 3,Chr13: 58.413882,1.393,98.0,Chr13: 58.873433,1.827,Chr13, 58.413882,Chr13, 58.873433,58.413882,58.873433,0.4595509999999976,True,cis,False,False,False,cis,False,0.5220883534136546,0.4846862920011894,0.6523711258951953,Tier_1_HighConfidence,Adipose
33504,ENSRNOG00000055608,Zfp94l1,zinc finger protein 94 like 1,Chr1: 79.896552,5.015,115.6,Chr1: 79.715297,-1.422,Chr1, 79.896552,Chr1, 79.715297,79.896552,79.715297,0.18125499999999306,True,cis,False,False,False,cis,False,0.6398929049531459,0.3642581028843294,0.6514528527431163,Tier_1_HighConfidence,Adipose
27760,UNCHAR_RT1-CE14,RT1-CE14,"RT1 class I, locus CE14",Chr20: 3.300794,8.48,114.4,Chr20: 3.601132,1.384,Chr20, 3.300794,Chr20, 3.601132,3.300794,3.601132,0.30033800000000044,True,cis,False,False,False,cis,False,0.6318607764390897,0.3529586678560808,0.6446868055033096,Tier_1_HighConfidence,Adipose
6666,ENSRNOG00000047321,Hba-a3,"hemoglobin alpha, adult chain 3",Chr10: 15.312393,6.828,85.8,Chr10: 15.438463,-1.948,Chr10, 15.312393,Chr10, 15.438463,15.312393,15.438463,0.12607000000000035,True,cis,False,False,False,cis,False,0.4404283801874163,0.5206660719595599,0.6363830582514416,Tier_1_HighConfidence,Adipose
22436,ENSRNOG00000074135,Nat3,N-acetyltransferase 3,Chr16: 22.175961,3.705,93.3,Chr16: 22.295536,-1.743,Chr16, 22.175961,Chr16, 22.295536,22.175961,22.295536,0.11957499999999754,True,cis,False,False,False,cis,False,0.4906291834002677,0.45970859351769255,0.632618221921286,Tier_1_HighConfidence,Adipose
582,ENSRNOG00000002911,Alb,albumin,Chr14: 17.622813,12.699,100.8,Chr14: 17.532589,-1.495,Chr14, 17.622813,Chr14, 17.532589,17.622813,17.532589,0.0902239999999992,True,cis,False,False,False,cis,False,0.5408299866131191,0.3859649122807018,0.6243782146128373,Tier_1_HighConfidence,Adipose
3737,ENSRNOG00000018236,Cym,chymosin,Chr2: 194.839095,3.682,96.4,Chr2: 194.327106,-1.576,Chr2, 194.839095,Chr2, 194.327106,194.839095,194.327106,0.5119889999999998,True,cis,False,False,False,cis,False,0.5113788487282463,0.41005055010407376,0.622500289591312,Tier_1_HighConfidence,Adipose
5178,ENSRNOG00000024825,Fam163a,"family with sequence similarity 163, member A",Chr13: 68.341322,3.309,93.7,Chr13: 67.852024,-1.636,Chr13, 68.341322,Chr13, 67.852024,68.341322,67.852024,0.4892980000000051,True,cis,False,False,False,cis,False,0.49330655957161984,0.42789176330657147,0.6224194130073669,Tier_1_HighConfidence,Adipose
2123,UNCHAR_Cbr1,Cbr1,carbonyl reductase 1,Chr11: 32.860570,8.296,96.1,Chr11: 32.836831,1.575,Chr11, 32.860570,Chr11, 32.836831,32.86057,32.836831,0.023739000000006172,True,cis,False,False,False,cis,False,0.5093708165997322,0.40975319655069875,0.6216934046026508,Tier_1_HighConfidence,Adipose
27762,ENSRNOG00000071225,RT1-CE16,"RT1 class I, locus CE16",Chr20: 3.260695,11.679,118.3,Chr20: 3.601132,-1.06,Chr20, 3.260695,Chr20, 3.601132,3.260695,3.601132,0.3404370000000001,True,cis,False,False,False,cis,False,0.6579651941097724,0.2566161165625929,0.6201034587353278,Tier_1_HighConfidence,Adipose
27757,UNCHAR_RT1-CE11,RT1-CE11,"RT1 class I, locus CE11",Chr20: 3.358519,7.381,87.7,Chr20: 5.002150,1.746,Chr20, 3.358519,Chr20, 5.002150,3.358519,5.00215,1.6436310000000005,True,cis,False,False,False,cis,False,0.4531459170013387,0.4606006541778174,0.6198112999127046,Tier_1_HighConfidence,Adipose
28206,ENSRNOG00000022932,Serhl2,serine hydrolase-like 2,Chr7: 114.246034,7.77,124.0,Chr7: 114.323395,0.871,Chr7, 114.246034,Chr7, 114.323395,114.246034,114.323395,0.07736100000001045,True,cis,False,False,False,cis,False,0.6961178045515395,0.20041629497472493,0.6137869348341924,Tier_1_HighConfidence,Adipose
28038,ENSRNOG00000005309,Scn8a,sodium voltage-gated channel alpha subunit 8,Chr7: 131.982151,8.13,94.3,Chr7: 132.843669,-1.508,Chr7, 131.982151,Chr7, 132.843669,131.982151,132.843669,0.861518000000018,True,cis,False,False,False,cis,False,0.4973226238286479,0.38983050847457623,0.6105035963061284,Tier_1_HighConfidence,Adipose
29908,ENSRNOG00000024073,Syce1,synaptonemal complex central element protein 1,Chr1: 195.863173,2.839,78.6,Chr1: 195.020992,-1.748,Chr1, 195.863173,Chr1, 195.020992,195.863173,195.020992,0.8421809999999823,True,cis,False,False,False,cis,False,0.3922356091030789,0.46119536128456734,0.5987008396356761,Tier_1_HighConfidence,Adipose
22266,ENSRNOG00000042912,Mycbpap,Mycbp associated protein,Chr10: 79.470976,6.898,104.9,Chr10: 79.677697,1.112,Chr10, 79.470976,Chr10, 79.677697,79.470976,79.677697,0.2067210000000017,True,cis,False,False,False,cis,False,0.568273092369478,0.27207850133809103,0.5941230577976491,Tier_1_HighConfidence,Adipose
394,ENSRNOG00000032959,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",Chr2: 226.748723,1.703,87.0,Chr2: 226.803112,1.495,Chr2, 226.748723,Chr2, 226.803112,226.748723,226.803112,0.054388999999986254,True,cis,False,False,False,cis,False,0.4484605087014725,0.3859649122807018,0.592048897343761,Tier_1_HighConfidence,Adipose
1921,ENSRNOG00000060407,Cacna1i,calcium voltage-gated channel subunit alpha1 I,Chr7: 111.835995,4.152,80.8,Chr7: 111.740041,-1.607,Chr7, 111.835995,Chr7, 111.740041,111.835995,111.740041,0.09595399999999188,True,cis,False,False,False,cis,False,0.40696117804551535,0.41926851025869755,0.5891803909064744,Tier_1_HighConfidence,Adipose
32203,ENSRNOG00000000767,Ubd,ubiquitin like modifier D,Chr20: 1.387437,3.95,74.2,Chr20: 1.568617,1.746,Chr20, 1.387437,Chr20, 1.568617,1.387437,1.568617,0.1811799999999999,True,cis,False,False,False,cis,False,0.3627844712182062,0.4606006541778174,0.5881847938886082,Tier_1_HighConfidence,Adipose
27771,ENSRNOG00000030431,RT1-Db2,"RT1 class II, locus Db2",Chr20: 4.539723,5.944,75.8,Chr20: 4.679209,1.691,Chr20, 4.539723,Chr20, 4.679209,4.539723,4.679209,0.13948599999999978,True,cis,False,False,False,cis,False,0.37349397590361444,0.44424620874219445,0.5862090646260331,Tier_1_HighConfidence,Adipose
2125,ENSRNOG00000049693,Cbr1l2,carbonyl reductase 1 like 2,Chr11: 32.892639,9.084,49.3,Chr11: 33.102109,-2.285,Chr11, 32.892639,Chr11, 33.102109,32.892639,33.102109,0.20946999999999605,True,cis,False,False,False,cis,False,0.19611780455153946,0.6208742194469224,0.5859472083994616,Tier_1_HighConfidence,Adipose
2523,ENSRNOG00000053332,Cdh26,cadherin 26,Chr3: 165.520522,3.853,94.5,Chr3: 165.192603,-1.237,Chr3, 165.520522,Chr3, 165.192603,165.520522,165.192603,0.3279190000000085,True,cis,False,False,False,cis,False,0.49866131191432395,0.30924769550996134,0.5827681525984998,Tier_1_HighConfidence,Adipose
20827,ENSRNOG00000031852,Lsamp,limbic system-associated membrane protein,Chr11: 60.717327,9.611,105.5,Chr11: 58.968000,-0.972,Chr11, 60.717327,Chr11, 58.968000,60.717327,58.968,1.7493269999999939,True,cis,False,False,False,cis,False,0.572289156626506,0.23044900386559616,0.5809583561722357,Tier_1_HighConfidence,Adipose
6548,ENSRNOG00000007931,Gucy2e,"guanylate cyclase 2D, retinal",Chr1: 152.739774,2.869,86.8,Chr1: 152.301954,1.38,Chr1, 152.739774,Chr1, 152.301954,152.739774,152.301954,0.4378200000000163,True,cis,False,False,False,cis,False,0.4471218206157965,0.351769253642581,0.5796118759904321,Tier_1_HighConfidence,Adipose
30284,ENSRNOG00000016774,Telo2,telomere maintenance 2,Chr10: 14.135728,9.473,97.9,Chr10: 13.810068,-1.072,Chr10, 14.135728,Chr10, 13.810068,14.135728,13.810068,0.32566000000000095,True,cis,False,False,False,cis,False,0.5214190093708166,0.26018435920309246,0.5735611790008681,Tier_1_HighConfidence,Adipose
2124,UNCHAR_Cbr1l1,Cbr1l1,carbonyl reductase 1 like 1,Chr11: 32.876562,8.75,70.3,Chr11: 34.213273,-1.69,Chr11, 32.876562,Chr11, 34.213273,32.876562,34.213273,1.336711000000001,True,cis,False,False,False,cis,False,0.3366800535475234,0.4439488551888195,0.57322011805772,Tier_1_HighConfidence,Adipose
6415,ENSRNOG00000001251,Grifin,galectin-related inter-fiber protein,Chr12: 14.080169,11.287,93.5,Chr12: 14.100952,1.154,Chr12, 14.080169,Chr12, 14.100952,14.080169,14.100952,0.020782999999999774,True,cis,False,False,False,cis,False,0.49196787148594373,0.2845673505798394,0.571787327723024,Tier_1_HighConfidence,Adipose
22597,ENSRNOG00000008716,Nefh,neurofilament heavy chain,Chr14: 79.840346,4.808,74.1,Chr14: 79.465350,1.576,Chr14, 79.840346,Chr14, 79.465350,79.840346,79.46535,0.3749959999999959,True,cis,False,False,False,cis,False,0.3621151271753681,0.41005055010407376,0.5702579870478046,Tier_1_HighConfidence,Adipose
23106,ENSRNOG00000019206,Nupr1,"nuclear protein 1, transcriptional regulator",Chr1: 181.215326,8.702,95.3,Chr1: 181.309526,-1.042,Chr1, 181.215326,Chr1, 181.309526,181.215326,181.309526,0.09420000000000073,True,cis,False,False,False,cis,False,0.504016064257028,0.2512637526018436,0.5643479359006051,Tier_1_HighConfidence,Adipose
27768,UNCHAR_RT1-CE7,RT1-CE7,"RT1 class I, locus CE7",Chr20: 3.434258,1.034,40.5,Chr20: 6.357718,2.196,Chr20, 3.434258,Chr20, 6.357718,3.434258,6.357718,2.9234600000000004,True,cis,False,False,False,cis,False,0.13721552878179383,0.5944097531965508,0.5560688486924206,Tier_1_HighConfidence,Adipose
27162,ENSRNOG00000025551,Rgs22,regulator of G-protein signaling 22,Chr7: 67.308804,5.464,90.3,Chr7: 66.434495,-1.074,Chr7, 67.308804,Chr7, 66.434495,67.308804,66.434495,0.8743089999999967,True,cis,False,False,False,cis,False,0.47054886211512714,0.2607790663098424,0.5559647749487393,Tier_1_HighConfidence,Adipose
1954,ENSRNOG00000011130,Calca,calcitonin-related polypeptide alpha,Chr1: 168.883175,3.507,73.3,Chr1: 168.821778,1.407,Chr1, 168.883175,Chr1, 168.821778,168.883175,168.821778,0.06139699999999948,True,cis,False,False,False,cis,False,0.35676037483266393,0.359797799583705,0.550795361045729,Tier_1_HighConfidence,Adipose
22382,ENSRNOG00000005955,Naalad2,N-acetylated alpha-linked acidic dipeptidase 2,Chr8: 15.479713,7.412,98.7,Chr8: 14.724875,-0.795,Chr8, 15.479713,Chr8, 14.724875,15.479713,14.724875,0.7548379999999995,True,cis,False,False,False,cis,False,0.5267737617135207,0.1778174249182278,0.5466069153211119,Tier_1_HighConfidence,Adipose
7257,ENSRNOG00000009253,Igsf9b,"immunoglobulin superfamily, member 9B",Chr8: 25.712643,6.23,78.5,Chr8: 25.570084,1.235,Chr8, 25.712643,Chr8, 25.570084,25.712643,25.570084,0.14255899999999855,True,cis,False,False,False,cis,False,0.39156626506024095,0.3086529884032114,0.5450767387122083,Tier_1_HighConfidence,Adipose
30869,ENSRNOG00000067030,Tmsb10,"thymosin, beta 10",Chr4: 105.011094,14.326,98.9,Chr4: 105.344429,-0.774,Chr4, 105.011094,Chr4, 105.344429,105.011094,105.344429,0.33333500000000527,True,cis,False,False,False,cis,False,0.5281124497991968,0.17157300029735353,0.5448899075337926,Tier_1_HighConfidence,Adipose
21452,ENSRNOG00000057645,Micb,MHC class I polypeptide-related sequence B,Chr1: 78.495778,6.851,99.4,Chr1: 79.165093,0.76,Chr1, 78.495778,Chr1, 79.165093,78.495778,79.165093,0.6693149999999974,True,cis,False,False,False,cis,False,0.5314591700133869,0.16741005055010405,0.5446042271972218,Tier_1_HighConfidence,Adipose
3538,ENSRNOG00000007057,Csmd2,CUB and Sushi multiple domains 2,Chr5: 140.342351,5.39,72.4,Chr5: 140.667634,1.307,Chr5, 140.342351,Chr5, 140.667634,140.342351,140.667634,0.32528299999998467,True,cis,False,False,False,cis,False,0.35073627844712185,0.33006244424620873,0.5382795529426656,Tier_1_HighConfidence,Adipose
152,ENSRNOG00000020624,Acadsb,"acyl-CoA dehydrogenase, short/branched chain",Chr1: 186.188938,10.3,99.1,Chr1: 186.028979,0.678,Chr1, 186.188938,Chr1, 186.028979,186.188938,186.028979,0.15995900000001484,True,cis,False,False,False,cis,False,0.5294511378848727,0.14302705917335715,0.5353673689703804,Tier_1_HighConfidence,Adipose
27795,ENSRNOG00000032596,RT1-T24-3,"RT1 class I, locus T24, gene 3",Chr20: 2.718209,8.773,83.3,Chr20: 2.611182,1.003,Chr20, 2.718209,Chr20, 2.611182,2.718209,2.611182,0.10702699999999998,True,cis,False,False,False,cis,False,0.4236947791164658,0.23966696402022,0.53217661009784,Tier_1_HighConfidence,Adipose
27755,ENSRNOG00000071235,RT1-CE1,"RT1 class I, locus1",Chr20: 3.559486,9.461,81.1,Chr20: 4.679209,1.009,Chr20, 3.559486,Chr20, 4.679209,3.559486,4.679209,1.119723,True,cis,False,False,False,cis,False,0.4089692101740294,0.24145108534046977,0.5276471034300747,Tier_1_HighConfidence,Adipose
1273,ENSRNOG00000030269,Atp2b2,ATPase plasma membrane Ca2+ transporting 2,Chr4: 147.208059,4.507,64.6,Chr4: 145.227332,-1.377,Chr4, 147.208059,Chr4, 145.227332,147.208059,145.227332,1.9807270000000017,True,cis,False,False,False,cis,False,0.2985274431057563,0.3508771929824561,0.5272916226308743,Tier_1_HighConfidence,Adipose
28217,ENSRNOG00000042634,Serpina12,serpin family A member 12,Chr6: 122.967270,9.872,52.3,Chr6: 123.067730,-1.632,Chr6, 122.967270,Chr6, 123.067730,122.96727,123.06773,0.10045999999999822,True,cis,False,False,False,cis,False,0.21619812583668002,0.4267023490930716,0.525015166225413,Tier_1_HighConfidence,Adipose
32351,ENSRNOG00000059840,Unc5a,unc-5 netrin receptor A,Chr17: 9.670557,5.11,72.9,Chr17: 9.399220,1.147,Chr17, 9.670557,Chr17, 9.399220,9.670557,9.39922,0.2713370000000008,True,cis,False,False,False,cis,False,0.35408299866131193,0.2824858757062147,0.5227991060286342,Tier_1_HighConfidence,Adipose
27800,ENSRNOG00000027513,Rtel1,regulator of telomere elongation helicase 1,Chr3: 168.427246,9.252,92.5,Chr3: 168.114441,-0.684,Chr3, 168.427246,Chr3, 168.114441,168.427246,168.114441,0.31280499999999734,True,cis,False,False,False,cis,False,0.48527443105756357,0.14481118049360692,0.5205299640429096,Tier_1_HighConfidence,Adipose
22919,UNCHAR_Npy4r,Npy4r,neuropeptide Y receptor Y4,Chr16: 9.469056,1.262,65.8,Chr16: 9.517626,-1.268,Chr16, 9.469056,Chr16, 9.517626,9.469056,9.517626,0.04856999999999978,True,cis,False,False,False,cis,False,0.30655957161981257,0.3184656556645852,0.5187588295495391,Tier_1_HighConfidence,Adipose
25230,UNCHAR_Pira12,Pira12,paired-Ig-like receptor A12,Chr1: 65.304407,3.921,75.9,Chr1: 65.713205,1.022,Chr1, 65.304407,Chr1, 65.713205,65.304407,65.713205,0.40879800000000444,True,cis,False,False,False,cis,False,0.3741633199464525,0.24531668153434433,0.5168180005182789,Tier_1_HighConfidence,Adipose
30680,ENSRNOG00000007907,Tmem178a,transmembrane protein 178A,Chr6: 14.063676,6.958,81.6,Chr6: 14.057826,-0.859,Chr6, 14.063676,Chr6, 14.057826,14.063676,14.057826,0.005849999999998801,True,cis,False,False,False,cis,False,0.4123159303882195,0.19684805233422537,0.5132073939528556,Tier_1_HighConfidence,Adipose
29476,ENSRNOG00000002085,Spmap2l,sperm microtubule associated protein 2 like,Chr14: 31.152486,2.527,68.6,Chr14: 31.142847,-1.145,Chr14, 31.152486,Chr14, 31.142847,31.152486,31.142847,0.009638999999999953,True,cis,False,False,False,cis,False,0.32530120481927705,0.2818911685994647,0.5125173306965596,Tier_1_HighConfidence,Adipose
30612,ENSRNOG00000053269,Tmem106c,transmembrane protein 106C,Chr7: 129.088467,6.815,91.4,Chr7: 128.577171,-0.626,Chr7, 129.088467,Chr7, 128.577171,129.088467,128.577171,0.5112960000000157,True,cis,False,False,False,cis,False,0.4779116465863454,0.12756467439785904,0.5119167123444714,Tier_1_HighConfidence,Adipose
2414,ENSRNOG00000042251,Cd300ld,Cd300 molecule-like family member D,Chr10: 100.115852,3.59,65.2,Chr10: 99.574645,-1.202,Chr10, 100.115852,Chr10, 99.574645,100.115852,99.574645,0.541207,True,cis,False,False,False,cis,False,0.30254350736278446,0.2988403211418376,0.5104843399766177,Tier_1_HighConfidence,Adipose
28869,ENSRNOG00000010296,Slc7a7,solute carrier family 7 member 7,Chr15: 27.873120,7.339,89.0,Chr15: 27.974218,0.658,Chr15, 27.873120,Chr15, 27.974218,27.87312,27.974218,0.10109800000000035,True,cis,False,False,False,cis,False,0.4618473895582329,0.13707998810585786,0.5096245821824318,Tier_1_HighConfidence,Adipose
6830,UNCHAR_Hist2h2aa2,Hist2h2aa2,histone cluster 2 H2A family member A2,Chr2: 183.801890,8.127,47.0,Chr2: 183.798575,1.587,Chr2, 183.801890,Chr2, 183.798575,183.80189,183.798575,0.003314999999986412,True,cis,False,False,False,cis,False,0.18072289156626506,0.4133214391911983,0.5079155157651121,Tier_1_HighConfidence,Adipose
583,ENSRNOG00000039504,Albfm1,albumin superfamily member 1,Chr14: 17.525024,2.396,65.5,Chr14: 17.530689,-1.168,Chr14, 17.525024,Chr14, 17.530689,17.525024,17.530689,0.005665000000000475,True,cis,False,False,False,cis,False,0.30455153949129854,0.28873030032708885,0.5076486439364355,Tier_1_HighConfidence,Adipose
467,ENSRNOG00000023116,Agmo,alkylglycerol monooxygenase,Chr6: 53.986235,10.818,84.0,Chr6: 53.879848,0.741,Chr6, 53.986235,Chr6, 53.879848,53.986235,53.879848,0.10638699999999801,True,cis,False,False,False,cis,False,0.428380187416332,0.16176033303597978,0.506549182158309,Tier_1_HighConfidence,Adipose
2192,ENSRNOG00000063478,Ccdc168,coiled-coil domain containing 168,Chr9: 46.236324,3.058,71.4,Chr9: 46.531618,0.98,Chr9, 46.236324,Chr9, 46.531618,46.236324,46.531618,0.2952939999999984,True,cis,False,False,False,cis,False,0.34404283801874164,0.23282783229259588,0.5019047346089681,Tier_1_HighConfidence,Adipose
27764,UNCHAR_RT1-CE3,RT1-CE3,"RT1 class I, locus CE3",Chr20: 3.520937,6.85,64.7,Chr20: 4.679209,1.123,Chr20, 3.520937,Chr20, 4.679209,3.520937,4.679209,1.1582720000000002,True,cis,False,False,False,cis,False,0.2991967871485944,0.27534939042521556,0.5010911621508334,Tier_1_HighConfidence,Adipose
24276,ENSRNOG00000089681,Or6k2,olfactory receptor family 6 subfamily K member 2,Chr13: 86.186441,2.073,65.8,Chr13: 86.622151,1.083,Chr13, 86.186441,Chr13, 86.622151,86.186441,86.622151,0.43571000000000026,True,cis,False,False,False,cis,False,0.30655957161981257,0.26345524829021705,0.4995051869685103,Tier_1_HighConfidence,Adipose
