Index,Record,Symbol,Description,Location,Mean,Peak -logP,Peak Location,Effect Size,Gene_Chr,Gene_Pos_Str,Peak_Chr,Peak_Pos_Str,Gene_Pos,Peak_Pos,Distance_Mb,is_cis,cis_trans,is_pseudogene,is_uncharacterized,is_loc,trans_flag,flag_artifact,norm_logp,norm_es,biol_score,tier,tissue
13106,UNCHAR_LOC120093125,LOC120093125,uncharacterized LOC120093125,Chr20: 2.624072,6.972,123.2,Chr20: 3.210100,2.892,Chr20, 2.624072,Chr20, 3.210100,2.624072,3.2101,0.5860280000000002,True,cis,False,True,True,cis,False,0.6632390745501285,0.4875283446712018,0.6027685967274656,Tier_2_Validate,Liver
12088,UNCHAR_LOC108349532,LOC108349532,high mobility group protein B1 pseudogene,Chr1: 163.050053,2.99,122.4,Chr12: 5.976284,2.332,Chr1, 163.050053,Chr12, 5.976284,163.050053,5.976284,inf,False,trans,True,False,True,MEGA_EFFECT;PSEUDOGENE_TRANS;LOC_UNCHARACTERIZED,True,0.6580976863753214,0.381708238851096,0.46393207382924606,Tier_3_FlaggedInspect,Liver
21945,ENSRNOG00000010834,Mpped1,metallophosphoesterase domain containing 1,Chr7: 114.932220,1.938,122.3,Chr7: 114.967349,-2.242,Chr7, 114.932220,Chr7, 114.967349,114.93222,114.967349,0.035128999999997745,True,cis,False,False,False,cis,False,0.6574550128534704,0.36470143613000755,0.6577547571442173,Tier_1_HighConfidence,Liver
1515,ENSRNOG00000012027,Bco1,beta-carotene oxygenase 1,Chr19: 45.149249,6.979,121.7,Chr19: 45.316201,-1.555,Chr19, 45.149249,Chr19, 45.316201,45.149249,45.316201,0.166952000000002,True,cis,False,False,False,cis,False,0.653598971722365,0.23488284202569915,0.6109686348118224,Tier_1_HighConfidence,Liver
4128,ENSRNOG00000082925,Dhfr,dihydrofolate reductase,Chr2: 23.585875,8.515,121.0,Chr2: 23.477875,1.478,Chr2, 23.585875,Chr2, 23.477875,23.585875,23.477875,0.10800000000000054,True,cis,False,False,False,cis,False,0.6491002570694088,0.2203325774754346,0.6043014920906951,Tier_1_HighConfidence,Liver
20908,ENSRNOG00000034139,Lyc2,lysozyme C type 2,Chr7: 52.887103,8.651,120.9,Chr7: 53.139710,-2.09,Chr7, 52.887103,Chr7, 53.139710,52.887103,53.13971,0.2526069999999976,True,cis,False,False,False,cis,False,0.6484575835475579,0.33597883597883593,0.6445527468342378,Tier_1_HighConfidence,Liver
27758,UNCHAR_RT1-CE12,RT1-CE12,"RT1 class I, locus CE12",Chr20: 3.342546,6.78,119.9,Chr20: 3.601132,2.6,Chr20, 3.342546,Chr20, 3.601132,3.342546,3.601132,0.2585860000000002,True,cis,False,False,False,cis,False,0.6420308483290489,0.43235071806500386,0.6760335482379184,Tier_1_HighConfidence,Liver
2985,ENSRNOG00000013334_2,Clca2,chloride channel accessory 5,Chr2: 234.022690,5.97,118.8,Chr2: 234.106103,3.703,Chr2, 234.022690,Chr2, 234.106103,234.02269,234.106103,0.08341299999997887,True,cis,False,False,False,cis,False,0.634961439588689,0.6407785336356765,0.7465089906285278,Tier_1_HighConfidence,Liver
27762,ENSRNOG00000071225,RT1-CE16,"RT1 class I, locus CE16",Chr20: 3.260695,10.169,115.0,Chr20: 3.601132,-2.264,Chr20, 3.260695,Chr20, 3.601132,3.260695,3.601132,0.3404370000000001,True,cis,False,False,False,cis,False,0.6105398457583547,0.36885865457294026,0.6427894751159532,Tier_1_HighConfidence,Liver
21791,ENSRNOG00000021555,Mis18a,MIS18 kinetochore protein A,Chr11: 29.981057,3.768,113.8,Chr11: 29.858552,2.362,Chr11, 29.981057,Chr11, 29.858552,29.981057,29.858552,0.12250500000000031,True,cis,False,False,False,cis,False,0.602827763496144,0.38737717309145886,0.6465717278056609,Tier_1_HighConfidence,Liver
3813,ENSRNOG00000042496,Cyp4f37,"cytochrome P450, family 4, subfamily f, polypeptide 37",Chr7: 11.572572,2.384,113.6,Chr7: 11.496541,-2.347,Chr7, 11.572572,Chr7, 11.496541,11.572572,11.496541,0.07603099999999863,True,cis,False,False,False,cis,False,0.6015424164524421,0.38454270597127743,0.6451297928483017,Tier_1_HighConfidence,Liver
11329,UNCHAR_LOC103691422,LOC103691422,uncharacterized LOC103691422,Chr2: 24.481553,4.467,111.6,Chr2: 24.478320,2.623,Chr2, 24.481553,Chr2, 24.478320,24.481553,24.47832,0.0032330000000015957,True,cis,False,True,True,cis,False,0.5886889460154241,0.4366969009826154,0.5588850464493138,Tier_2_Validate,Liver
26657,ENSRNOG00000014090,Retsat,retinol saturase,Chr4: 104.653305,13.674,109.7,Chr4: 104.785882,-1.267,Chr4, 104.653305,Chr4, 104.785882,104.653305,104.785882,0.13257699999999772,True,cis,False,False,False,cis,False,0.5764781491002571,0.18046107331821615,0.5649287278464655,Tier_1_HighConfidence,Liver
32319,ENSRNOG00000069670,Ugt2b,UDP-glucuronosyltransferase 2B2,Chr14: 20.630571,13.311,109.5,Chr14: 19.903596,-4.76,Chr14, 20.630571,Chr14, 19.903596,20.630571,19.903596,0.7269749999999995,True,cis,False,False,False,cis,False,0.5751928020565553,0.8405139833711261,0.7954973748996884,Tier_1_HighConfidence,Liver
10540,UNCHAR_LOC102553702,LOC102553702,uncharacterized LOC102553702,Chr1: 234.506901,4.824,106.7,Chr1: 234.254973,-2.928,Chr1, 234.506901,Chr1, 234.254973,234.506901,234.254973,0.2519279999999924,True,cis,False,True,True,cis,False,0.5571979434447302,0.4943310657596372,0.5680351532215285,Tier_2_Validate,Liver
818,ENSRNOG00000014453,Anxa5,annexin A5,Chr2: 119.344702,9.429,104.9,Chr2: 118.817402,-1.323,Chr2, 119.344702,Chr2, 118.817402,119.344702,118.817402,0.5272999999999968,True,cis,False,False,False,cis,False,0.5456298200514139,0.19104308390022676,0.5578355163830742,Tier_1_HighConfidence,Liver
7003,ENSRNOG00000000605,Hs3st5,heparan sulfate-glucosamine 3-sulfotransferase 5,Chr20: 40.106875,1.345,103.7,Chr20: 38.978291,2.784,Chr20, 40.106875,Chr20, 38.978291,40.106875,38.978291,1.1285840000000036,True,cis,False,False,False,cis,False,0.5379177377892032,0.46712018140589573,0.6517632717182845,Tier_1_HighConfidence,Liver
27752,ENSRNOG00000071249,RT1-A3,"RT1 class I, locus A3",Chr20: 4.847572,8.68,103.4,Chr20: 5.002150,-3.372,Chr20, 4.847572,Chr20, 5.002150,4.847572,5.00215,0.15457799999999988,True,cis,False,False,False,cis,False,0.5359897172236504,0.5782312925170068,0.6899773534092299,Tier_1_HighConfidence,Liver
8534,ENSRNOG00000022490,LOC100361008,"Cytochrome c oxidase subunit 5A, mitochondrial-like",Chr3: 13.804502,6.348,102.2,Chr8: 58.034773,2.411,Chr3, 13.804502,Chr8, 58.034773,13.804502,58.034773,inf,False,trans,False,False,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.5282776349614396,0.3966364323507181,0.5237199235592551,Tier_3_FlaggedInspect,Liver
12715,UNCHAR_LOC108352105,LOC108352105,uncharacterized LOC108352105,Chr10: 57.777689,2.619,101.8,Chr10: 56.935705,-2.76,Chr10, 57.777689,Chr10, 56.935705,57.777689,56.935705,0.8419840000000036,True,cis,False,True,True,cis,False,0.525706940874036,0.46258503401360546,0.5459021912106745,Tier_2_Validate,Liver
18886,UNCHAR_LOC120101677,LOC120101677,uncharacterized LOC120101677,Chr3: 122.794642,6.824,101.0,Chr15: 51.790676,2.373,Chr3, 122.794642,Chr15, 51.790676,122.794642,51.790676,inf,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.5205655526992288,0.38945578231292527,0.4185074672542539,Tier_3_FlaggedInspect,Liver
25301,ENSRNOG00000001711,Plaat1,phospholipase A and acyltransferase 1,Chr11: 71.537141,5.108,100.4,Chr11: 71.659727,-2.284,Chr11, 71.537141,Chr11, 71.659727,71.537141,71.659727,0.12258599999999831,True,cis,False,False,False,cis,False,0.5167095115681235,0.37263794406651546,0.6112716094721236,Tier_1_HighConfidence,Liver
2204,ENSRNOG00000010412,Ccdc180,coiled-coil domain containing 180,Chr5: 60.154882,2.28,99.2,Chr7: 59.856327,1.675,Chr5, 60.154882,Chr7, 59.856327,60.154882,59.856327,inf,False,trans,False,False,False,MEGA_EFFECT,True,0.5089974293059126,0.2575585789871504,0.46829460290257197,Tier_3_FlaggedInspect,Liver
6666,ENSRNOG00000047321,Hba-a3,"hemoglobin alpha, adult chain 3",Chr10: 15.312393,4.244,99.0,Chr10: 15.438463,-2.475,Chr10, 15.312393,Chr10, 15.438463,15.312393,15.438463,0.12607000000000035,True,cis,False,False,False,cis,False,0.5077120822622108,0.4087301587301588,0.6207547843473292,Tier_1_HighConfidence,Liver
21812,ENSRNOG00000032871,Mlc1,modulator of VRAC current 1,Chr7: 120.067048,8.928,98.3,Chr7: 120.051699,-3.077,Chr7, 120.067048,Chr7, 120.051699,120.067048,120.051699,0.015349000000000501,True,cis,False,False,False,cis,False,0.5032133676092545,0.5224867724867726,0.6589950490336094,Tier_1_HighConfidence,Liver
6589,UNCHAR_H2ac18,H2ac18,histone cluster 2 H2A family member A2,Chr2: 183.808397,4.599,98.2,Chr2: 183.798575,-3.491,Chr2, 183.808397,Chr2, 183.798575,183.808397,183.798575,0.009822000000013986,True,cis,False,False,False,cis,False,0.5025706940874036,0.6007180650037793,0.686151065681914,Tier_1_HighConfidence,Liver
13125,UNCHAR_LOC120093158,LOC120093158,uncharacterized LOC120093158,Chr2: 91.501917,7.144,97.8,Chr2: 90.622770,1.244,Chr2, 91.501917,Chr2, 90.622770,91.501917,90.62277,0.8791470000000032,True,cis,False,True,True,cis,False,0.5,0.17611489040060468,0.4366402116402116,Tier_2_Validate,Liver
6260,ENSRNOG00000016336,Gpbp1l2,GC-rich promoter binding protein 1-like 2,Chr2: 221.964035,4.931,97.7,Chr5: 130.042292,-2.443,Chr2, 221.964035,Chr5, 130.042292,221.964035,130.042292,inf,False,trans,False,False,False,MEGA_EFFECT,True,0.4993573264781491,0.40268329554043847,0.5157142177065056,Tier_3_FlaggedInspect,Liver
32203,ENSRNOG00000000767,Ubd,ubiquitin like modifier D,Chr20: 1.387437,6.756,96.3,Chr20: 1.568617,2.921,Chr20, 1.387437,Chr20, 1.568617,1.387437,1.568617,0.1811799999999999,True,cis,False,False,False,cis,False,0.4903598971722365,0.49300831443688586,0.6441788740631927,Tier_1_HighConfidence,Liver
8525,ENSRNOG00000033517,LOC100360791,"tumor protein, translationally-controlled 1 like 3",Chr1: 19.107388,11.177,95.3,Chr15: 50.896269,2.124,Chr1, 19.107388,Chr15, 50.896269,19.107388,50.896269,inf,False,trans,False,False,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.4839331619537275,0.34240362811791386,0.4892178765250744,Tier_3_FlaggedInspect,Liver
30894,ENSRNOG00000002882_1,Tnfrsf11a,zinc finger CCHC-type containing 2,Chr13: 21.928369,3.846,94.3,Chr13: 21.879457,-2.089,Chr13, 21.928369,Chr13, 21.879457,21.928369,21.879457,0.0489120000000014,True,cis,False,False,False,cis,False,0.4775064267352185,0.33578987150415723,0.5846537043837814,Tier_1_HighConfidence,Liver
26944,UNCHAR_RGD1562690,RGD1562690,uncharacterized RGD1562690,Chr8: 30.363219,10.368,94.2,Chr1: 97.168285,1.641,Chr8, 30.363219,Chr1, 97.168285,30.363219,97.168285,inf,False,trans,False,True,False,MEGA_EFFECT,True,0.47686375321336766,0.2511337868480726,0.35479913902150406,Tier_3_FlaggedInspect,Liver
15516,UNCHAR_LOC120096589,LOC120096589,uncharacterized LOC120096589,Chr14: 20.675110,2.562,93.7,Chr14: 19.903596,-1.792,Chr14, 20.675110,Chr14, 19.903596,20.67511,19.903596,0.7715139999999998,True,cis,False,True,True,cis,False,0.47365038560411316,0.2796674225245654,0.46366123284503746,Tier_2_Validate,Liver
22921,ENSRNOG00000012772,Nqo1,NAD(P)H quinone dehydrogenase 1,Chr19: 35.310527,8.403,93.4,Chr19: 35.245044,1.405,Chr19, 35.310527,Chr19, 35.245044,35.310527,35.245044,0.0654830000000004,True,cis,False,False,False,cis,False,0.47172236503856046,0.20653817082388512,0.5373911875518559,Tier_1_HighConfidence,Liver
7236,ENSRNOG00000026087,Igfn1,immunoglobulin-like and fibronectin type III domain containing 1,Chr13: 47.427505,3.315,92.6,Chr13: 47.430013,3.601,Chr13, 47.427505,Chr13, 47.430013,47.427505,47.430013,0.00250800000000595,True,cis,False,False,False,cis,False,0.4665809768637532,0.621504157218443,0.6808297969287685,Tier_1_HighConfidence,Liver
28892,ENSRNOG00000086993,Slco1a5,"solute carrier organic anion transporter family, member 1A5",Chr4: 175.254597,1.771,92.5,Chr4: 175.154923,-1.874,Chr4, 175.254597,Chr4, 175.154923,175.254597,175.154923,0.09967399999999316,True,cis,False,False,False,cis,False,0.46593830334190234,0.29516250944822375,0.5663852844765441,Tier_1_HighConfidence,Liver
183,ENSRNOG00000065119,Acnat1,acyl-coenzyme A amino acid N-acyltransferase 1,Chr5: 63.801600,8.639,90.5,Chr5: 63.700422,3.022,Chr5, 63.801600,Chr5, 63.700422,63.8016,63.700422,0.10117799999999733,True,cis,False,False,False,cis,False,0.4530848329048843,0.5120937263794407,0.6378124957495137,Tier_1_HighConfidence,Liver
8253,ENSRNOG00000013973,Lcn2,lipocalin 2,Chr3: 15.684032,1.93,89.9,Chr3: 15.375341,-2.438,Chr3, 15.684032,Chr3, 15.375341,15.684032,15.375341,0.3086909999999996,True,cis,False,False,False,cis,False,0.44922879177377895,0.4017384731670447,0.5978385427292882,Tier_1_HighConfidence,Liver
26979,UNCHAR_RGD1563400,RGD1563400,uncharacterized RGD1563400,Chr12: 18.580285,4.56,89.3,Chr12: 19.031953,-1.986,Chr12, 18.580285,Chr12, 19.031953,18.580285,19.031953,0.4516680000000015,True,cis,False,True,False,cis,False,0.4453727506426735,0.3163265306122449,0.46659474843922144,Tier_2_Validate,Liver
10660,UNCHAR_LOC102554288,LOC102554288,uncharacterized LOC102554288,Chr3: 145.466044,4.284,86.2,Chr3: 145.050063,-2.409,Chr3, 145.466044,Chr3, 145.050063,145.466044,145.050063,0.41598100000001637,True,cis,False,True,True,cis,False,0.42544987146529567,0.39625850340136054,0.4875979312033296,Tier_2_Validate,Liver
20216,ENSRNOG00000054438,LOC292543,solute carrier family 7 member 3 like 1,Chr1: 66.053134,2.271,84.0,Chr1: 66.378703,2.077,Chr1, 66.053134,Chr1, 66.378703,66.053134,66.378703,0.32556900000000155,True,cis,False,False,True,cis,False,0.41131105398457585,0.33352229780801207,0.5606916731274058,Tier_2_Validate,Liver
28532,ENSRNOG00000010337,Slc13a2,solute carrier family 13 member 2,Chr10: 63.319126,7.0,83.5,Chr10: 63.165362,1.265,Chr10, 63.319126,Chr10, 63.165362,63.319126,63.165362,0.15376399999999535,True,cis,False,False,False,cis,False,0.40809768637532134,0.18008314436885864,0.505863290760463,Tier_1_HighConfidence,Liver
13470,UNCHAR_LOC120093670,LOC120093670,uncharacterized LOC120093670,Chr7: 92.999436,4.062,82.8,Chr7: 93.103623,-1.999,Chr7, 92.999436,Chr7, 93.103623,92.999436,93.103623,0.10418699999999603,True,cis,False,True,True,cis,False,0.40359897172236503,0.3187830687830688,0.45283371417690177,Tier_2_Validate,Liver
15514,UNCHAR_LOC120096585,LOC120096585,uncharacterized LOC120096585,Chr14: 20.406945,6.882,81.8,Chr14: 19.903596,1.901,Chr14, 20.406945,Chr14, 19.903596,20.406945,19.903596,0.503349,True,cis,False,True,True,cis,False,0.397172236503856,0.3002645502645503,0.4441028753689422,Tier_2_Validate,Liver
29012,ENSRNOG00000087561,Smim40,small integral membrane protein 40,Chr20: 4.989049,6.138,81.6,Chr20: 5.002150,-1.796,Chr20, 4.989049,Chr20, 5.002150,4.989049,5.00215,0.013101000000000695,True,cis,False,False,False,cis,False,0.3958868894601542,0.2804232804232804,0.536708559459202,Tier_1_HighConfidence,Liver
20215,UNCHAR_LOC291863,LOC291863,uncharacterized LOC291863,Chr19: 22.560684,8.056,81.0,Chr19: 14.059434,2.286,Chr19, 22.560684,Chr19, 14.059434,22.560684,14.059434,8.501249999999999,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.39203084832904883,0.373015873015873,0.36776635247072265,Tier_3_FlaggedInspect,Liver
392,ENSRNOG00000069176,Adh6,alcohol dehydrogenase 6 (class V),Chr2: 226.903207,10.578,80.4,Chr2: 227.302230,-3.378,Chr2, 226.903207,Chr2, 227.302230,226.903207,227.30223,0.3990229999999997,True,cis,False,False,False,cis,False,0.3881748071979435,0.5793650793650794,0.6386389602970579,Tier_1_HighConfidence,Liver
3049,ENSRNOG00000029644,Clec2l,"C-type lectin domain family 2, member L",Chr4: 67.392117,4.079,79.6,Chr4: 67.575059,1.268,Chr4, 67.392117,Chr4, 67.575059,67.392117,67.575059,0.18294199999999705,True,cis,False,False,False,cis,False,0.3830334190231362,0.18065003779289493,0.49728920988561087,Tier_1_HighConfidence,Liver
1308,ENSRNOG00000006926,Atp6v0d2,ATPase H+ transporting V0 subunit D2,Chr5: 33.385353,4.712,77.9,Chr5: 33.461794,1.824,Chr5, 33.385353,Chr5, 33.461794,33.385353,33.461794,0.07644099999999554,True,cis,False,False,False,cis,False,0.372107969151671,0.28571428571428575,0.5302377892030848,Tier_1_HighConfidence,Liver
4451,ENSRNOG00000016853,Dsg1,desmoglein 1,Chr18: 11.674686,3.094,77.5,Chr18: 12.192688,-2.199,Chr18, 11.674686,Chr18, 12.192688,11.674686,12.192688,0.518002000000001,True,cis,False,False,False,cis,False,0.36953727506426737,0.35657596371882083,0.5541396335740808,Tier_1_HighConfidence,Liver
9710,UNCHAR_LOC102549876,LOC102549876,uncharacterized LOC102549876,Chr5: 49.583549,5.907,76.8,Chr5: 49.404396,-1.638,Chr5, 49.583549,Chr5, 49.404396,49.583549,49.404396,0.17915299999999945,True,cis,False,True,True,cis,False,0.36503856041131105,0.25056689342403626,0.41546190884237155,Tier_2_Validate,Liver
26856,UNCHAR_RGD1561231,RGD1561231,uncharacterized RGD1561231,Chr17: 85.807841,3.439,76.8,Chr17: 85.401930,-1.804,Chr17, 85.807841,Chr17, 85.401930,85.807841,85.40193,0.40591100000000324,True,cis,False,True,False,cis,False,0.36503856041131105,0.2819349962207105,0.42644074482120753,Tier_2_Validate,Liver
32084,ENSRNOG00000008596,Ttll9,tubulin tyrosine ligase like 9,Chr3: 141.429350,3.668,76.7,Chr3: 141.406009,-1.673,Chr3, 141.429350,Chr3, 141.406009,141.42935,141.406009,0.023340999999987844,True,cis,False,False,False,cis,False,0.3643958868894602,0.2571806500377929,0.5175517879245385,Tier_1_HighConfidence,Liver
28689,ENSRNOG00000011161,Slc2a12,solute carrier family 2 member 12,Chr1: 22.862203,6.988,76.0,Chr1: 22.842323,-1.027,Chr1, 22.862203,Chr1, 22.842323,22.862203,22.842323,0.019880000000000564,True,cis,False,False,False,cis,False,0.35989717223650386,0.13510959939531367,0.4732523700711361,Tier_1_HighConfidence,Liver
9899,UNCHAR_LOC102550701,LOC102550701,uncharacterized LOC102550701,Chr8: 122.360139,3.888,75.6,Chr8: 123.157499,1.671,Chr8, 122.360139,Chr8, 123.157499,122.360139,123.157499,0.7973599999999976,True,cis,False,True,True,cis,False,0.35732647814910024,0.2568027210884354,0.41494521973313747,Tier_2_Validate,Liver
26762,UNCHAR_RGD1559482,RGD1559482,uncharacterized RGD1559482,Chr10: 100.174954,3.46,75.4,Chr10: 99.846935,-1.638,Chr10, 100.174954,Chr10, 99.846935,100.174954,99.846935,0.3280189999999976,True,cis,False,True,False,cis,False,0.35604113110539853,0.25056689342403626,0.41231280858530217,Tier_2_Validate,Liver
26194,ENSRNOG00000032656,Ptprt,"protein tyrosine phosphatase, receptor type, T",Chr3: 151.288144,2.786,75.3,Chr3: 151.311512,2.561,Chr3, 151.288144,Chr3, 151.311512,151.288144,151.311512,0.02336800000000494,True,cis,False,False,False,cis,False,0.35539845758354754,0.42498110355253216,0.5731328463976278,Tier_1_HighConfidence,Liver
8980,UNCHAR_LOC102546541,LOC102546541,uncharacterized LOC102546541,Chr1: 155.718309,4.486,74.9,Chr1: 157.103012,1.688,Chr1, 155.718309,Chr1, 157.103012,155.718309,157.103012,1.3847030000000018,True,cis,False,True,True,cis,False,0.35282776349614403,0.26001511715797426,0.41449500822894136,Tier_2_Validate,Liver
12902,UNCHAR_LOC108352728,LOC108352728,uncharacterized LOC108352728,Chr14: 20.404390,7.596,73.7,Chr14: 19.903596,1.851,Chr14, 20.404390,Chr14, 19.903596,20.40439,19.903596,0.5007939999999991,True,cis,False,True,True,cis,False,0.3451156812339332,0.29081632653061223,0.4225762027175909,Tier_2_Validate,Liver
27763,UNCHAR_RT1-CE2,RT1-CE2,"RT1 class I, locus CE2",Chr20: 3.541840,5.646,73.7,Chr20: 4.602213,2.235,Chr20, 3.541840,Chr20, 4.602213,3.54184,4.602213,1.0603729999999998,True,cis,False,False,False,cis,False,0.3451156812339332,0.3633786848072562,0.5479730281144163,Tier_1_HighConfidence,Liver
17104,UNCHAR_LOC120098830,LOC120098830,uncharacterized LOC120098830,Chr20: 3.371221,2.023,73.0,Chr20: 3.601132,1.493,Chr20, 3.371221,Chr20, 3.601132,3.371221,3.601132,0.22991100000000042,True,cis,False,True,True,cis,False,0.3406169665809769,0.22316704459561604,0.39732440391180746,Tier_2_Validate,Liver
