Index,Record,Symbol,Description,Location,Mean,Peak -logP,Peak Location,Effect Size,Gene_Chr,Gene_Pos_Str,Peak_Chr,Peak_Pos_Str,Gene_Pos,Peak_Pos,Distance_Mb,is_cis,cis_trans,is_pseudogene,is_uncharacterized,is_loc,trans_flag,flag_artifact,norm_logp,norm_es,biol_score,tier,tissue
27758,UNCHAR_RT1-CE12,RT1-CE12,"RT1 class I, locus CE12",Chr20: 3.342546,10.609,137.2,Chr20: 3.601132,1.136,Chr20, 3.342546,Chr20, 3.601132,3.342546,3.601132,0.2585860000000002,True,cis,False,False,False,cis,False,0.7844712182061578,0.27921498661909006,0.6722901716888368,Tier_1_HighConfidence,Adipose
30910,ENSRNOG00000016782,Tnfrsf8,TNF receptor superfamily member 8,Chr5: 157.168420,4.272,137.1,Chr5: 157.431322,2.776,Chr5, 157.168420,Chr5, 157.431322,157.16842,157.431322,0.26290199999999686,True,cis,False,False,False,cis,False,0.7838018741633199,0.766874814154029,0.842736840911072,Tier_1_HighConfidence,Adipose
8912,ENSRNOG00000042224_1,LOC100912642,cytochrome P450 2J3-like,Chr5: 110.930401,3.285,134.1,Chr5: 111.023453,-2.019,Chr5, 110.930401,Chr5, 111.023453,110.930401,111.023453,0.09305200000000013,True,cis,False,False,True,cis,False,0.7637215528781793,0.5417781742491823,0.7569249044945765,Tier_2_Validate,Adipose
27967,ENSRNOG00000021015,Sbsn,suprabasin,Chr1: 85.978969,6.511,133.5,Chr1: 86.021287,-1.705,Chr1, 85.978969,Chr1, 86.021287,85.978969,86.021287,0.04231799999999453,True,cis,False,False,False,cis,False,0.7597054886211513,0.44840915848944396,0.7228401264887082,Tier_1_HighConfidence,Adipose
20908,ENSRNOG00000034139,Lyc2,lysozyme C type 2,Chr7: 52.887103,5.314,131.8,Chr7: 53.139710,3.241,Chr7, 52.887103,Chr7, 53.139710,52.887103,53.13971,0.2526069999999976,True,cis,False,False,False,cis,False,0.748326639892905,0.9051442164733868,0.878714799728202,Tier_1_HighConfidence,Adipose
11601,UNCHAR_LOC103693140,LOC103693140,uncharacterized LOC103693140,Chr8: 73.213596,5.852,131.0,Chr8: 73.350324,-1.088,Chr8, 73.213596,Chr8, 73.350324,73.213596,73.350324,0.13672800000000507,True,cis,False,True,True,cis,False,0.7429718875502008,0.2649420160570919,0.5527698662625524,Tier_2_Validate,Adipose
12088,UNCHAR_LOC108349532,LOC108349532,high mobility group protein B1 pseudogene,Chr1: 163.050053,4.453,128.8,Chr12: 5.976284,2.743,Chr1, 163.050053,Chr12, 5.976284,163.050053,5.976284,inf,False,trans,True,False,True,MEGA_EFFECT;PSEUDOGENE_TRANS;LOC_UNCHARACTERIZED,True,0.7282463186077645,0.7570621468926553,0.6198579629251469,Tier_3_FlaggedInspect,Adipose
8534,ENSRNOG00000022490,LOC100361008,"Cytochrome c oxidase subunit 5A, mitochondrial-like",Chr3: 13.804502,6.125,126.9,Chr8: 58.034773,2.293,Chr3, 13.804502,Chr8, 58.034773,13.804502,58.034773,inf,False,trans,False,False,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.715528781793842,0.6232530478739221,0.6685736403837175,Tier_3_FlaggedInspect,Adipose
8525,ENSRNOG00000033517,LOC100360791,"tumor protein, translationally-controlled 1 like 3",Chr1: 19.107388,10.369,124.1,Chr15: 50.896269,1.025,Chr1, 19.107388,Chr15, 50.896269,19.107388,50.896269,inf,False,trans,False,False,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.6967871485943774,0.24620874219446917,0.5300485617760963,Tier_3_FlaggedInspect,Adipose
28206,ENSRNOG00000022932,Serhl2,serine hydrolase-like 2,Chr7: 114.246034,7.77,124.0,Chr7: 114.323395,0.871,Chr7, 114.246034,Chr7, 114.323395,114.246034,114.323395,0.07736100000001045,True,cis,False,False,False,cis,False,0.6961178045515395,0.20041629497472493,0.6137869348341924,Tier_1_HighConfidence,Adipose
26980,UNCHAR_RGD1563402,RGD1563402,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1 like 1,Chr1: 204.760741,1.882,123.9,Chr1: 205.532359,2.19,Chr1, 204.760741,Chr1, 205.532359,204.760741,205.532359,0.7716180000000179,True,cis,False,False,False,cis,False,0.6954484605087015,0.5926256318763009,0.7508259323347507,Tier_1_HighConfidence,Adipose
21791,ENSRNOG00000021555,Mis18a,MIS18 kinetochore protein A,Chr11: 29.981057,3.948,123.8,Chr11: 29.858552,1.835,Chr11, 29.981057,Chr11, 29.858552,29.981057,29.858552,0.12250500000000031,True,cis,False,False,False,cis,False,0.6947791164658634,0.4870651204281891,0.7136454829129183,Tier_1_HighConfidence,Adipose
4233,ENSRNOG00000055934,Dmkn,dermokine,Chr1: 86.013236,3.163,123.7,Chr1: 86.021287,-2.535,Chr1, 86.013236,Chr1, 86.021287,86.013236,86.021287,0.008050999999994701,True,cis,False,False,False,cis,False,0.6941097724230254,0.6952126077906631,0.7862628330747908,Tier_1_HighConfidence,Adipose
9737,UNCHAR_LOC102550008,LOC102550008,uncharacterized LOC102550008,Chr2: 151.815596,2.93,123.5,Chr2: 150.688203,2.16,Chr2, 151.815596,Chr2, 150.688203,151.815596,150.688203,1.127393000000012,True,cis,False,True,True,cis,False,0.6927710843373494,0.5837050252750521,0.6467666383643405,Tier_2_Validate,Adipose
32480,ENSRNOG00000038512,Uts2b,urotensin 2B,Chr11: 73.424384,2.529,121.1,Chr11: 73.579584,2.181,Chr11, 73.424384,Chr11, 73.579584,73.424384,73.579584,0.15519999999999357,True,cis,False,False,False,cis,False,0.6767068273092369,0.5899494498959262,0.7433296970218071,Tier_1_HighConfidence,Adipose
8253,ENSRNOG00000013973,Lcn2,lipocalin 2,Chr3: 15.684032,3.582,120.7,Chr3: 15.375341,-2.19,Chr3, 15.684032,Chr3, 15.375341,15.684032,15.375341,0.3086909999999996,True,cis,False,False,False,cis,False,0.6740294511378848,0.5926256318763009,0.7433292790549649,Tier_1_HighConfidence,Adipose
47,ENSRNOG00000039656,Abca17,"ATP-binding cassette, subfamily A (ABC1), member 17",Chr10: 13.382220,5.552,120.5,Chr10: 13.286123,-1.344,Chr10, 13.382220,Chr10, 13.286123,13.38222,13.286123,0.09609700000000032,True,cis,False,False,False,cis,False,0.6726907630522088,0.34106452572108237,0.6548143510706518,Tier_1_HighConfidence,Adipose
17771,UNCHAR_LOC120099939,LOC120099939,uncharacterized LOC120099939,Chr1: 182.637159,2.156,119.5,Chr1: 181.810195,2.05,Chr1, 182.637159,Chr1, 181.810195,182.637159,181.810195,0.8269640000000038,True,cis,False,True,True,cis,False,0.6659973226238286,0.550996134403806,0.6259477099596721,Tier_2_Validate,Adipose
27762,ENSRNOG00000071225,RT1-CE16,"RT1 class I, locus CE16",Chr20: 3.260695,11.679,118.3,Chr20: 3.601132,-1.06,Chr20, 3.260695,Chr20, 3.601132,3.260695,3.601132,0.3404370000000001,True,cis,False,False,False,cis,False,0.6579651941097724,0.2566161165625929,0.6201034587353278,Tier_1_HighConfidence,Adipose
27787,ENSRNOG00000029386,RT1-N2,"RT1 class Ib, locus N2",Chr20: 2.641156,4.809,118.2,Chr20: 2.687516,-2.911,Chr20, 2.641156,Chr20, 2.687516,2.641156,2.687516,0.04635999999999996,True,cis,False,False,False,cis,False,0.6572958500669344,0.8070175438596491,0.8125096878743041,Tier_1_HighConfidence,Adipose
27777,ENSRNOG00000031065,RT1-M1-2,"RT1 class I, locus M1, gene 2",Chr20: 1.913422,2.284,117.9,Chr20: 2.050222,-1.783,Chr20, 1.913422,Chr20, 2.050222,1.913422,2.050222,0.13680000000000025,True,cis,False,False,False,cis,False,0.6552878179384204,0.471602735652691,0.6944116937568889,Tier_1_HighConfidence,Adipose
1571,ENSRNOG00000032461,Bin2a,beta-galactosidase-like protein,Chr8: 25.287172,5.965,116.9,Chr8: 25.570084,-2.755,Chr8, 25.287172,Chr8, 25.570084,25.287172,25.570084,0.2829119999999996,True,cis,False,False,False,cis,False,0.6485943775100401,0.7606303895331549,0.7932286684651182,Tier_1_HighConfidence,Adipose
33504,ENSRNOG00000055608,Zfp94l1,zinc finger protein 94 like 1,Chr1: 79.896552,5.015,115.6,Chr1: 79.715297,-1.422,Chr1, 79.896552,Chr1, 79.715297,79.896552,79.715297,0.18125499999999306,True,cis,False,False,False,cis,False,0.6398929049531459,0.3642581028843294,0.6514528527431163,Tier_1_HighConfidence,Adipose
10998,UNCHAR_LOC102555965,LOC102555965,uncharacterized LOC102555965,Chr1: 184.499295,1.794,115.0,Chr1: 184.570953,-1.874,Chr1, 184.499295,Chr1, 184.570953,184.499295,184.570953,0.07165800000001354,True,cis,False,True,True,cis,False,0.6358768406961178,0.49866190900981266,0.5970885623970756,Tier_2_Validate,Adipose
5616,ENSRNOG00000019902,Folr1,folate receptor alpha,Chr1: 156.238435,4.078,114.8,Chr1: 158.468568,1.749,Chr1, 156.238435,Chr1, 158.468568,156.238435,158.468568,2.230132999999995,True,cis,False,False,False,cis,False,0.6345381526104418,0.46149271483794235,0.6836108036069344,Tier_1_HighConfidence,Adipose
27760,UNCHAR_RT1-CE14,RT1-CE14,"RT1 class I, locus CE14",Chr20: 3.300794,8.48,114.4,Chr20: 3.601132,1.384,Chr20, 3.300794,Chr20, 3.601132,3.300794,3.601132,0.30033800000000044,True,cis,False,False,False,cis,False,0.6318607764390897,0.3529586678560808,0.6446868055033096,Tier_1_HighConfidence,Adipose
20151,UNCHAR_LOC120103587,LOC120103587,uncharacterized LOC120103587,Chr6: 107.187960,5.353,114.1,Chr6: 107.059969,1.643,Chr6, 107.187960,Chr6, 107.059969,107.18796,107.059969,0.12799100000000863,True,cis,False,True,True,cis,False,0.6298527443105756,0.4299732381801962,0.5709390938717701,Tier_2_Validate,Adipose
27547,UNCHAR_Rpl10a-ps9,Rpl10a-ps9,"ribosomal protein L10A, pseudogene 9",Chr4: 9.589500,8.368,113.0,Chr20: 6.323102,-1.296,Chr4, 9.589500,Chr20, 6.323102,9.5895,6.323102,inf,False,trans,True,False,False,MEGA_EFFECT;PSEUDOGENE_TRANS,True,0.6224899598393574,0.32679155515908415,0.43224853024945453,Tier_3_FlaggedInspect,Adipose
14598,UNCHAR_LOC120095234,LOC120095234,uncharacterized LOC120095234,Chr10: 2.222455,4.34,112.0,Chr14: 0.492117,2.296,Chr10, 2.222455,Chr14, 0.492117,2.222455,0.492117,inf,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.6157965194109772,0.6241451085340469,0.5339795697807584,Tier_3_FlaggedInspect,Adipose
18242,ENSRNOG00000064284,LOC120100687,uncharacterized LOC120100687,Chr2: 31.489973,5.569,110.4,Chr2: 31.925135,-0.937,Chr2, 31.489973,Chr2, 31.925135,31.489973,31.925135,0.4351620000000018,True,cis,False,True,True,cis,False,0.6050870147255689,0.2200416294974725,0.4887950254780644,Tier_2_Validate,Adipose
32428,UNCHAR_Usp26,Usp26,uncharacterized Usp26,ChrX: 131.363963,1.374,110.3,Chr6: 98.323867,-1.832,ChrX, 131.363963,Chr6, 98.323867,131.363963,98.323867,inf,False,trans,False,True,False,MEGA_EFFECT,True,0.6044176706827309,0.48617305976806424,0.4817067556577783,Tier_3_FlaggedInspect,Adipose
5844,ENSRNOG00000008099,Galnt12,polypeptide N-acetylgalactosaminyltransferase 12,Chr5: 61.384574,2.835,109.8,Chr5: 61.077310,-1.844,Chr5, 61.384574,Chr5, 61.077310,61.384574,61.07731,0.30726400000000353,True,cis,False,False,False,cis,False,0.6010709504685408,0.4897413024085638,0.6817842885069866,Tier_1_HighConfidence,Adipose
17051,UNCHAR_LOC120098768,LOC120098768,uncharacterized LOC120098768,Chr1: 1.841126,3.168,108.6,Chr1: 2.698079,-1.919,Chr1, 1.841126,Chr1, 2.698079,1.841126,2.698079,0.8569529999999999,True,cis,False,True,True,cis,False,0.5930388219544845,0.512042818911686,0.5867785743031596,Tier_2_Validate,Adipose
9163,UNCHAR_LOC102547398,LOC102547398,uncharacterized LOC102547398,Chr11: 80.468552,1.382,106.8,Chr11: 80.485948,1.424,Chr11, 80.468552,Chr11, 80.485948,80.468552,80.485948,0.017395999999990863,True,cis,False,True,True,cis,False,0.5809906291834003,0.36485280999107933,0.5310452037110678,Tier_2_Validate,Adipose
2410,ENSRNOG00000046121,Cd300c,CD300c molecule,Chr10: 100.228253,2.912,106.1,Chr10: 99.846904,1.943,Chr10, 100.228253,Chr10, 99.846904,100.228253,99.846904,0.38134900000000016,True,cis,False,False,False,cis,False,0.5763052208835341,0.5191793041926851,0.6834195837766767,Tier_1_HighConfidence,Adipose
3778,ENSRNOG00000084482,Cyp2d1,"cytochrome P450, family 2, subfamily d, polypeptide 1",Chr7: 113.913419,5.487,106.1,Chr7: 113.822112,1.921,Chr7, 113.913419,Chr7, 113.822112,113.913419,113.822112,0.09130700000000047,True,cis,False,False,False,cis,False,0.5763052208835341,0.5126375260184359,0.6811299614156894,Tier_1_HighConfidence,Adipose
20827,ENSRNOG00000031852,Lsamp,limbic system-associated membrane protein,Chr11: 60.717327,9.611,105.5,Chr11: 58.968000,-0.972,Chr11, 60.717327,Chr11, 58.968000,60.717327,58.968,1.7493269999999939,True,cis,False,False,False,cis,False,0.572289156626506,0.23044900386559616,0.5809583561722357,Tier_1_HighConfidence,Adipose
18356,UNCHAR_LOC120100829,LOC120100829,uncharacterized LOC120100829,Chr2: 142.229854,5.301,105.3,Chr7: 133.296205,-2.391,Chr2, 142.229854,Chr7, 133.296205,142.229854,133.296205,inf,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.57095046854083,0.6523936961046685,0.5281704576259244,Tier_3_FlaggedInspect,Adipose
22266,ENSRNOG00000042912,Mycbpap,Mycbp associated protein,Chr10: 79.470976,6.898,104.9,Chr10: 79.677697,1.112,Chr10, 79.470976,Chr10, 79.677697,79.470976,79.677697,0.2067210000000017,True,cis,False,False,False,cis,False,0.568273092369478,0.27207850133809103,0.5941230577976491,Tier_1_HighConfidence,Adipose
20215,UNCHAR_LOC291863,LOC291863,uncharacterized LOC291863,Chr19: 22.560684,10.49,101.4,Chr19: 14.059434,1.583,Chr19, 22.560684,Chr19, 14.059434,22.560684,14.059434,8.501249999999999,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.5448460508701473,0.41213202497769846,0.434942326546746,Tier_3_FlaggedInspect,Adipose
582,ENSRNOG00000002911,Alb,albumin,Chr14: 17.622813,12.699,100.8,Chr14: 17.532589,-1.495,Chr14, 17.622813,Chr14, 17.532589,17.622813,17.532589,0.0902239999999992,True,cis,False,False,False,cis,False,0.5408299866131191,0.3859649122807018,0.6243782146128373,Tier_1_HighConfidence,Adipose
21452,ENSRNOG00000057645,Micb,MHC class I polypeptide-related sequence B,Chr1: 78.495778,6.851,99.4,Chr1: 79.165093,0.76,Chr1, 78.495778,Chr1, 79.165093,78.495778,79.165093,0.6693149999999974,True,cis,False,False,False,cis,False,0.5314591700133869,0.16741005055010405,0.5446042271972218,Tier_1_HighConfidence,Adipose
10349,UNCHAR_LOC102552728,LOC102552728,uncharacterized LOC102552728,Chr1: 20.087733,7.184,99.2,Chr1: 20.006034,-0.83,Chr1, 20.087733,Chr1, 20.006034,20.087733,20.006034,0.08169900000000041,True,cis,False,True,True,cis,False,0.5301204819277109,0.18822479928635147,0.4514208484249218,Tier_2_Validate,Adipose
152,ENSRNOG00000020624,Acadsb,"acyl-CoA dehydrogenase, short/branched chain",Chr1: 186.188938,10.3,99.1,Chr1: 186.028979,0.678,Chr1, 186.188938,Chr1, 186.028979,186.188938,186.028979,0.15995900000001484,True,cis,False,False,False,cis,False,0.5294511378848727,0.14302705917335715,0.5353673689703804,Tier_1_HighConfidence,Adipose
30869,ENSRNOG00000067030,Tmsb10,"thymosin, beta 10",Chr4: 105.011094,14.326,98.9,Chr4: 105.344429,-0.774,Chr4, 105.011094,Chr4, 105.344429,105.011094,105.344429,0.33333500000000527,True,cis,False,False,False,cis,False,0.5281124497991968,0.17157300029735353,0.5448899075337926,Tier_1_HighConfidence,Adipose
22382,ENSRNOG00000005955,Naalad2,N-acetylated alpha-linked acidic dipeptidase 2,Chr8: 15.479713,7.412,98.7,Chr8: 14.724875,-0.795,Chr8, 15.479713,Chr8, 14.724875,15.479713,14.724875,0.7548379999999995,True,cis,False,False,False,cis,False,0.5267737617135207,0.1778174249182278,0.5466069153211119,Tier_1_HighConfidence,Adipose
1686,ENSRNOG00000002811,Brinp3,BMP/retinoic acid inducible neural specific 3,Chr13: 58.413882,1.393,98.0,Chr13: 58.873433,1.827,Chr13, 58.413882,Chr13, 58.873433,58.413882,58.873433,0.4595509999999976,True,cis,False,False,False,cis,False,0.5220883534136546,0.4846862920011894,0.6523711258951953,Tier_1_HighConfidence,Adipose
30284,ENSRNOG00000016774,Telo2,telomere maintenance 2,Chr10: 14.135728,9.473,97.9,Chr10: 13.810068,-1.072,Chr10, 14.135728,Chr10, 13.810068,14.135728,13.810068,0.32566000000000095,True,cis,False,False,False,cis,False,0.5214190093708166,0.26018435920309246,0.5735611790008681,Tier_1_HighConfidence,Adipose
28929,UNCHAR_Slpil2,Slpil2,uncharacterized Slpil2,Chr3: 153.021370,2.835,97.4,Chr3: 153.340874,2.245,Chr3, 153.021370,Chr3, 153.340874,153.02137,153.340874,0.3195040000000233,True,cis,False,True,False,cis,False,0.5180722891566265,0.6089800773119239,0.5944683282639927,Tier_2_Validate,Adipose
20152,ENSRNOG00000062977,LOC120103588,WW domain-binding protein 11-like,Chr6: 107.240903,6.517,97.1,Chr6: 107.059969,1.57,Chr6, 107.240903,Chr6, 107.059969,107.240903,107.059969,0.1809340000000077,True,cis,False,False,True,cis,False,0.5160642570281124,0.40826642878382396,0.6235157400341776,Tier_2_Validate,Adipose
3737,ENSRNOG00000018236,Cym,chymosin,Chr2: 194.839095,3.682,96.4,Chr2: 194.327106,-1.576,Chr2, 194.839095,Chr2, 194.327106,194.839095,194.327106,0.5119889999999998,True,cis,False,False,False,cis,False,0.5113788487282463,0.41005055010407376,0.622500289591312,Tier_1_HighConfidence,Adipose
2123,UNCHAR_Cbr1,Cbr1,carbonyl reductase 1,Chr11: 32.860570,8.296,96.1,Chr11: 32.836831,1.575,Chr11, 32.860570,Chr11, 32.836831,32.86057,32.836831,0.023739000000006172,True,cis,False,False,False,cis,False,0.5093708165997322,0.40975319655069875,0.6216934046026508,Tier_1_HighConfidence,Adipose
15185,ENSRNOG00000057229,LOC120096108,"small nucleolar RNA, H/ACA box 15B-2",Chr12: 26.875890,3.185,96.1,Chr12: 27.015140,-1.868,Chr12, 26.875890,Chr12, 27.015140,26.87589,27.01514,0.13925000000000054,True,cis,False,False,True,cis,False,0.5093708165997322,0.4968777876895629,0.6521870115012532,Tier_2_Validate,Adipose
2204,ENSRNOG00000010412,Ccdc180,coiled-coil domain containing 180,Chr5: 60.154882,3.853,96.0,Chr7: 59.856327,1.386,Chr5, 60.154882,Chr7, 59.856327,60.154882,59.856327,inf,False,trans,False,False,False,MEGA_EFFECT,True,0.5087014725568942,0.35355337496283074,0.5017891966319037,Tier_3_FlaggedInspect,Adipose
10276,UNCHAR_LOC102552388,LOC102552388,uncharacterized LOC102552388,Chr6: 131.618102,2.909,95.4,Chr3: 18.447382,-1.59,Chr6, 131.618102,Chr3, 18.447382,131.618102,18.447382,inf,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.5046854082998662,0.4142134998513232,0.4216146178529163,Tier_3_FlaggedInspect,Adipose
23106,ENSRNOG00000019206,Nupr1,"nuclear protein 1, transcriptional regulator",Chr1: 181.215326,8.702,95.3,Chr1: 181.309526,-1.042,Chr1, 181.215326,Chr1, 181.309526,181.215326,181.309526,0.09420000000000073,True,cis,False,False,False,cis,False,0.504016064257028,0.2512637526018436,0.5643479359006051,Tier_1_HighConfidence,Adipose
2523,ENSRNOG00000053332,Cdh26,cadherin 26,Chr3: 165.520522,3.853,94.5,Chr3: 165.192603,-1.237,Chr3, 165.520522,Chr3, 165.192603,165.520522,165.192603,0.3279190000000085,True,cis,False,False,False,cis,False,0.49866131191432395,0.30924769550996134,0.5827681525984998,Tier_1_HighConfidence,Adipose
28038,ENSRNOG00000005309,Scn8a,sodium voltage-gated channel alpha subunit 8,Chr7: 131.982151,8.13,94.3,Chr7: 132.843669,-1.508,Chr7, 131.982151,Chr7, 132.843669,131.982151,132.843669,0.861518000000018,True,cis,False,False,False,cis,False,0.4973226238286479,0.38983050847457623,0.6105035963061284,Tier_1_HighConfidence,Adipose
15623,UNCHAR_LOC120096711,LOC120096711,uncharacterized LOC120096711,Chr14: 104.120566,3.511,93.8,Chr14: 102.177361,-1.178,Chr14, 104.120566,Chr14, 102.177361,104.120566,102.177361,1.9432049999999919,True,cis,False,True,True,cis,False,0.4939759036144578,0.2917038358608385,0.47498790881635367,Tier_2_Validate,Adipose
5178,ENSRNOG00000024825,Fam163a,"family with sequence similarity 163, member A",Chr13: 68.341322,3.309,93.7,Chr13: 67.852024,-1.636,Chr13, 68.341322,Chr13, 67.852024,68.341322,67.852024,0.4892980000000051,True,cis,False,False,False,cis,False,0.49330655957161984,0.42789176330657147,0.6224194130073669,Tier_1_HighConfidence,Adipose
12492,UNCHAR_LOC108351291,LOC108351291,uncharacterized LOC108351291,Chr6: 122.172033,6.967,93.7,Chr5: 160.724189,1.103,Chr6, 122.172033,Chr5, 160.724189,122.172033,160.724189,inf,False,trans,False,True,True,MEGA_EFFECT;LOC_UNCHARACTERIZED,True,0.49330655957161984,0.2694023193577163,0.36694810762526764,Tier_3_FlaggedInspect,Adipose
6415,ENSRNOG00000001251,Grifin,galectin-related inter-fiber protein,Chr12: 14.080169,11.287,93.5,Chr12: 14.100952,1.154,Chr12, 14.080169,Chr12, 14.100952,14.080169,14.100952,0.020782999999999774,True,cis,False,False,False,cis,False,0.49196787148594373,0.2845673505798394,0.571787327723024,Tier_1_HighConfidence,Adipose
22436,ENSRNOG00000074135,Nat3,N-acetyltransferase 3,Chr16: 22.175961,3.705,93.3,Chr16: 22.295536,-1.743,Chr16, 22.175961,Chr16, 22.295536,22.175961,22.295536,0.11957499999999754,True,cis,False,False,False,cis,False,0.4906291834002677,0.45970859351769255,0.632618221921286,Tier_1_HighConfidence,Adipose
6589,UNCHAR_H2ac18,H2ac18,histone cluster 2 H2A family member A2,Chr2: 183.808397,6.981,92.6,Chr2: 183.798575,-2.853,Chr2, 183.808397,Chr2, 183.798575,183.808397,183.798575,0.009822000000013986,True,cis,False,False,False,cis,False,0.48594377510040154,0.7897710377639013,0.7465001845025059,Tier_1_HighConfidence,Adipose
27800,ENSRNOG00000027513,Rtel1,regulator of telomere elongation helicase 1,Chr3: 168.427246,9.252,92.5,Chr3: 168.114441,-0.684,Chr3, 168.427246,Chr3, 168.114441,168.427246,168.114441,0.31280499999999734,True,cis,False,False,False,cis,False,0.48527443105756357,0.14481118049360692,0.5205299640429096,Tier_1_HighConfidence,Adipose
12104,UNCHAR_LOC108349628,LOC108349628,uncharacterized LOC108349628,Chr1: 175.141463,4.472,92.0,Chr1: 174.788504,1.498,Chr1, 175.141463,Chr1, 174.788504,175.141463,174.788504,0.35295899999999847,True,cis,False,True,True,cis,False,0.4819277108433735,0.3868569729408266,0.5040746393244699,Tier_2_Validate,Adipose
30612,ENSRNOG00000053269,Tmem106c,transmembrane protein 106C,Chr7: 129.088467,6.815,91.4,Chr7: 128.577171,-0.626,Chr7, 129.088467,Chr7, 128.577171,129.088467,128.577171,0.5112960000000157,True,cis,False,False,False,cis,False,0.4779116465863454,0.12756467439785904,0.5119167123444714,Tier_1_HighConfidence,Adipose
